link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,jammed_int,hist_attack_rate
Boreas-Dawn,479,0.22594,0,Boreas,Dawn,22.59,high,1,0,0.0761904761904762
Boreas-Fenix,260,0.07907,0,Boreas,Fenix,7.91,low,0,0,0.10353535353535354
Dawn-Fenix,135,0.17774,0,Dawn,Fenix,17.77,medium,0,0,0.07512953367875648
Dawn-Fenix,102,0.11536,0,Dawn,Fenix,11.54,medium,0,0,0.07512953367875648
Boreas-Dawn,59,0.21241,0,Boreas,Dawn,21.24,high,1,0,0.0761904761904762
Caelum-Fenix,53,0.01997,0,Caelum,Fenix,2.0,very_low,0,0,0.07960199004975124
Aegis-Elysium,182,0.06284,0,Aegis,Elysium,6.28,low,0,0,0.06801007556675064
Aegis-Dawn,400,0.06449,0,Aegis,Dawn,6.45,low,0,0,0.08607594936708861
Aegis-Dawn,207,0.06053,0,Aegis,Dawn,6.05,low,0,0,0.08607594936708861
Caelum-Elysium,43,0.01329,0,Caelum,Elysium,1.33,very_low,0,0,0.08208955223880597
Caelum-Elysium,159,0.00162,0,Caelum,Elysium,0.16,very_low,0,0,0.08208955223880597
Boreas-Fenix,233,0.0574,0,Boreas,Fenix,5.74,low,0,0,0.10353535353535354
Aegis-Boreas,60,0.16201,0,Aegis,Boreas,16.2,medium,0,0,0.115
Boreas-Dawn,382,0.12076,0,Boreas,Dawn,12.08,medium,0,0,0.0761904761904762
Caelum-Fenix,266,0.02401,0,Caelum,Fenix,2.4,very_low,0,0,0.07960199004975124
Boreas-Elysium,21,0.22866,0,Boreas,Elysium,22.87,high,1,0,0.08933002481389578
Aegis-Boreas,56,0.01965,0,Aegis,Boreas,1.96,very_low,0,0,0.115
Aegis-Elysium,373,0.11925,0,Aegis,Elysium,11.92,medium,0,0,0.06801007556675064
Elysium-Fenix,384,0.1728,0,Elysium,Fenix,17.28,medium,0,0,0.06666666666666667
Aegis-Elysium,148,0.01167,0,Aegis,Elysium,1.17,very_low,0,0,0.06801007556675064
Aegis-Elysium,242,0.06741,0,Aegis,Elysium,6.74,low,0,0,0.06801007556675064
Dawn-Fenix,46,0.01016,0,Dawn,Fenix,1.02,very_low,0,0,0.07512953367875648
Boreas-Elysium,373,0.07063,0,Boreas,Elysium,7.06,low,0,0,0.08933002481389578
Caelum-Fenix,96,0.00977,0,Caelum,Fenix,0.98,very_low,0,0,0.07960199004975124
Caelum-Elysium,4,0.06861,0,Caelum,Elysium,6.86,low,0,0,0.08208955223880597
Elysium-Fenix,197,0.24169,0,Elysium,Fenix,24.17,high,1,0,0.06666666666666667
Caelum-Elysium,435,0.01993,0,Caelum,Elysium,1.99,very_low,0,0,0.08208955223880597
Dawn-Elysium,279,0.10417,0,Dawn,Elysium,10.42,medium,0,0,0.07637231503579953
Caelum-Dawn,223,0.10346,0,Caelum,Dawn,10.35,medium,0,0,0.06666666666666667
Dawn-Elysium,381,0.0834330688935281,0,Dawn,Elysium,8.34,low,0,0,0.07637231503579953
Dawn-Elysium,108,0.06241,0,Dawn,Elysium,6.24,low,0,0,0.07637231503579953
Boreas-Fenix,270,0.00132,0,Boreas,Fenix,0.13,very_low,0,0,0.10353535353535354
Dawn-Elysium,65,0.13419,0,Dawn,Elysium,13.42,medium,0,0,0.07637231503579953
Boreas-Fenix,397,0.00453,0,Boreas,Fenix,0.45,very_low,0,0,0.10353535353535354
Caelum-Dawn,13,0.04771,0,Caelum,Dawn,4.77,very_low,0,0,0.06666666666666667
Caelum-Dawn,119,0.00459,0,Caelum,Dawn,0.46,very_low,0,0,0.06666666666666667
Boreas-Dawn,373,0.08113,0,Boreas,Dawn,8.11,low,0,0,0.0761904761904762
Boreas-Fenix,166,0.0965,0,Boreas,Fenix,9.65,low,0,0,0.10353535353535354
Elysium-Fenix,269,0.01417,0,Elysium,Fenix,1.42,very_low,0,0,0.06666666666666667
Dawn-Fenix,87,0.0768,0,Dawn,Fenix,7.68,low,0,0,0.07512953367875648
Aegis-Boreas,184,0.0834330688935281,0,Aegis,Boreas,8.34,low,0,0,0.115
Boreas-Elysium,164,0.0545,0,Boreas,Elysium,5.45,low,0,0,0.08933002481389578
Dawn-Fenix,300,0.08303,0,Dawn,Fenix,8.3,low,0,0,0.07512953367875648
Elysium-Fenix,389,0.06475,0,Elysium,Fenix,6.48,low,0,0,0.06666666666666667
Aegis-Boreas,469,0.01031,0,Aegis,Boreas,1.03,very_low,0,0,0.115
Caelum-Dawn,424,0.2115,0,Caelum,Dawn,21.15,high,1,0,0.06666666666666667
Aegis-Dawn,427,0.0834330688935281,0,Aegis,Dawn,8.34,low,0,0,0.08607594936708861
Elysium-Fenix,378,0.14139,0,Elysium,Fenix,14.14,medium,0,0,0.06666666666666667
Caelum-Dawn,386,0.16625,0,Caelum,Dawn,16.62,medium,0,0,0.06666666666666667
Aegis-Dawn,443,0.03196,0,Aegis,Dawn,3.2,very_low,0,0,0.08607594936708861
Boreas-Fenix,66,0.27911,0,Boreas,Fenix,27.91,high,1,0,0.10353535353535354
Dawn-Elysium,258,0.0558,0,Dawn,Elysium,5.58,low,0,0,0.07637231503579953
Boreas-Fenix,25,0.16606,1,Boreas,Fenix,16.61,medium,0,1,0.10353535353535354
Caelum-Elysium,418,0.04184,0,Caelum,Elysium,4.18,very_low,0,0,0.08208955223880597
Boreas-Dawn,272,0.04288,0,Boreas,Dawn,4.29,very_low,0,0,0.0761904761904762
Aegis-Elysium,157,0.01168,0,Aegis,Elysium,1.17,very_low,0,0,0.06801007556675064
Boreas-Fenix,93,0.01884,0,Boreas,Fenix,1.88,very_low,0,0,0.10353535353535354
Caelum-Dawn,145,0.04967,0,Caelum,Dawn,4.97,very_low,0,0,0.06666666666666667
Aegis-Dawn,299,0.10802,0,Aegis,Dawn,10.8,medium,0,0,0.08607594936708861
Boreas-Fenix,13,0.0834330688935281,0,Boreas,Fenix,8.34,low,0,0,0.10353535353535354
Caelum-Fenix,453,0.20514,0,Caelum,Fenix,20.51,high,1,0,0.07960199004975124
Boreas-Elysium,461,0.02197,0,Boreas,Elysium,2.2,very_low,0,0,0.08933002481389578
Caelum-Fenix,237,0.02464,0,Caelum,Fenix,2.46,very_low,0,0,0.07960199004975124
Caelum-Dawn,235,0.11704,0,Caelum,Dawn,11.7,medium,0,0,0.06666666666666667
Boreas-Fenix,466,0.12869,0,Boreas,Fenix,12.87,medium,0,0,0.10353535353535354
Caelum-Elysium,494,0.03532,1,Caelum,Elysium,3.53,very_low,0,1,0.08208955223880597
Boreas-Dawn,37,0.26166,0,Boreas,Dawn,26.17,high,1,0,0.0761904761904762
Aegis-Elysium,141,0.1074,0,Aegis,Elysium,10.74,medium,0,0,0.06801007556675064
Elysium-Fenix,379,0.01491,0,Elysium,Fenix,1.49,very_low,0,0,0.06666666666666667
Caelum-Fenix,491,0.10853,0,Caelum,Fenix,10.85,medium,0,0,0.07960199004975124
Boreas-Fenix,457,0.01483,0,Boreas,Fenix,1.48,very_low,0,0,0.10353535353535354
Boreas-Elysium,35,0.13024,0,Boreas,Elysium,13.02,medium,0,0,0.08933002481389578
Boreas-Dawn,157,0.14017,0,Boreas,Dawn,14.02,medium,0,0,0.0761904761904762
Caelum-Elysium,161,0.01138,0,Caelum,Elysium,1.14,very_low,0,0,0.08208955223880597
Caelum-Dawn,346,0.09077,0,Caelum,Dawn,9.08,low,0,0,0.06666666666666667
Dawn-Elysium,245,0.02078,0,Dawn,Elysium,2.08,very_low,0,0,0.07637231503579953
Caelum-Elysium,444,0.11979,0,Caelum,Elysium,11.98,medium,0,0,0.08208955223880597
Caelum-Elysium,492,0.02215,0,Caelum,Elysium,2.22,very_low,0,0,0.08208955223880597
Elysium-Fenix,159,0.04307,0,Elysium,Fenix,4.31,very_low,0,0,0.06666666666666667
Elysium-Fenix,287,0.00338,0,Elysium,Fenix,0.34,very_low,0,0,0.06666666666666667
Boreas-Dawn,353,0.02752,0,Boreas,Dawn,2.75,very_low,0,0,0.0761904761904762
Dawn-Elysium,213,0.02624,0,Dawn,Elysium,2.62,very_low,0,0,0.07637231503579953
Boreas-Dawn,478,0.02843,0,Boreas,Dawn,2.84,very_low,0,0,0.0761904761904762
Caelum-Dawn,78,0.07479,0,Caelum,Dawn,7.48,low,0,0,0.06666666666666667
Boreas-Fenix,423,0.17487,0,Boreas,Fenix,17.49,medium,0,0,0.10353535353535354
Elysium-Fenix,475,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Caelum-Elysium,171,0.00828,0,Caelum,Elysium,0.83,very_low,0,0,0.08208955223880597
Boreas-Elysium,160,0.05177,0,Boreas,Elysium,5.18,low,0,0,0.08933002481389578
Aegis-Elysium,99,0.0834330688935281,0,Aegis,Elysium,8.34,low,0,0,0.06801007556675064
Caelum-Fenix,452,0.02171,0,Caelum,Fenix,2.17,very_low,0,0,0.07960199004975124
Boreas-Elysium,217,0.0589,1,Boreas,Elysium,5.89,low,0,1,0.08933002481389578
Aegis-Boreas,312,0.01845,0,Aegis,Boreas,1.85,very_low,0,0,0.115
Elysium-Fenix,290,0.11891,0,Elysium,Fenix,11.89,medium,0,0,0.06666666666666667
Aegis-Dawn,497,0.06731,0,Aegis,Dawn,6.73,low,0,0,0.08607594936708861
Caelum-Dawn,336,0.09827,0,Caelum,Dawn,9.83,low,0,0,0.06666666666666667
Aegis-Elysium,84,0.13341,0,Aegis,Elysium,13.34,medium,0,0,0.06801007556675064
Dawn-Elysium,36,0.0834330688935281,0,Dawn,Elysium,8.34,low,0,0,0.07637231503579953
Aegis-Dawn,297,0.03945,0,Aegis,Dawn,3.94,very_low,0,0,0.08607594936708861
Boreas-Dawn,200,0.0193,0,Boreas,Dawn,1.93,very_low,0,0,0.0761904761904762
Dawn-Fenix,304,0.07256,0,Dawn,Fenix,7.26,low,0,0,0.07512953367875648
Caelum-Dawn,425,0.00698,0,Caelum,Dawn,0.7,very_low,0,0,0.06666666666666667
Aegis-Dawn,232,0.15936,0,Aegis,Dawn,15.94,medium,0,0,0.08607594936708861
Caelum-Dawn,72,0.01224,0,Caelum,Dawn,1.22,very_low,0,0,0.06666666666666667
Aegis-Elysium,243,0.19637,0,Aegis,Elysium,19.64,medium,0,0,0.06801007556675064
Aegis-Elysium,71,0.0834330688935281,0,Aegis,Elysium,8.34,low,0,0,0.06801007556675064
Elysium-Fenix,390,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Elysium-Fenix,41,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Elysium-Fenix,429,0.03634,0,Elysium,Fenix,3.63,very_low,0,0,0.06666666666666667
Boreas-Dawn,404,0.09877,0,Boreas,Dawn,9.88,low,0,0,0.0761904761904762
Aegis-Dawn,322,0.18389,0,Aegis,Dawn,18.39,medium,0,0,0.08607594936708861
Boreas-Dawn,409,0.07348,0,Boreas,Dawn,7.35,low,0,0,0.0761904761904762
Dawn-Fenix,67,0.0834330688935281,0,Dawn,Fenix,8.34,low,0,0,0.07512953367875648
Elysium-Fenix,370,0.01863,0,Elysium,Fenix,1.86,very_low,0,0,0.06666666666666667
Boreas-Fenix,467,0.04554,0,Boreas,Fenix,4.55,very_low,0,0,0.10353535353535354
Caelum-Fenix,397,0.08517,0,Caelum,Fenix,8.52,low,0,0,0.07960199004975124
Elysium-Fenix,453,0.21607,0,Elysium,Fenix,21.61,high,1,0,0.06666666666666667
Caelum-Fenix,328,0.1019,0,Caelum,Fenix,10.19,medium,0,0,0.07960199004975124
Aegis-Elysium,126,0.18053,1,Aegis,Elysium,18.05,medium,0,1,0.06801007556675064
Boreas-Dawn,347,0.05673,0,Boreas,Dawn,5.67,low,0,0,0.0761904761904762
Caelum-Elysium,453,0.03513,0,Caelum,Elysium,3.51,very_low,0,0,0.08208955223880597
Aegis-Boreas,373,0.13018,0,Aegis,Boreas,13.02,medium,0,0,0.115
Caelum-Fenix,499,0.04459,0,Caelum,Fenix,4.46,very_low,0,0,0.07960199004975124
Aegis-Elysium,409,0.04178,0,Aegis,Elysium,4.18,very_low,0,0,0.06801007556675064
Boreas-Fenix,183,0.0834330688935281,0,Boreas,Fenix,8.34,low,0,0,0.10353535353535354
Aegis-Elysium,343,0.02619,0,Aegis,Elysium,2.62,very_low,0,0,0.06801007556675064
Caelum-Elysium,358,0.04898,0,Caelum,Elysium,4.9,very_low,0,0,0.08208955223880597
Aegis-Elysium,35,0.03082,0,Aegis,Elysium,3.08,very_low,0,0,0.06801007556675064
Caelum-Fenix,468,0.10508,0,Caelum,Fenix,10.51,medium,0,0,0.07960199004975124
Elysium-Fenix,474,0.04075,0,Elysium,Fenix,4.08,very_low,0,0,0.06666666666666667
Boreas-Elysium,399,0.03605,0,Boreas,Elysium,3.6,very_low,0,0,0.08933002481389578
Aegis-Boreas,363,0.0834330688935281,0,Aegis,Boreas,8.34,low,0,0,0.115
Caelum-Fenix,3,0.05685,0,Caelum,Fenix,5.68,low,0,0,0.07960199004975124
Boreas-Fenix,20,0.12415,0,Boreas,Fenix,12.42,medium,0,0,0.10353535353535354
Aegis-Boreas,451,0.08985,0,Aegis,Boreas,8.98,low,0,0,0.115
Boreas-Dawn,129,0.00381,0,Boreas,Dawn,0.38,very_low,0,0,0.0761904761904762
Aegis-Boreas,343,0.03475,0,Aegis,Boreas,3.48,very_low,0,0,0.115
Dawn-Fenix,382,0.18003,0,Dawn,Fenix,18.0,medium,0,0,0.07512953367875648
Dawn-Fenix,14,0.10143,0,Dawn,Fenix,10.14,medium,0,0,0.07512953367875648
Caelum-Fenix,157,0.33798,0,Caelum,Fenix,33.8,high,1,0,0.07960199004975124
Aegis-Boreas,495,0.23553,0,Aegis,Boreas,23.55,high,1,0,0.115
Boreas-Dawn,226,0.04221,0,Boreas,Dawn,4.22,very_low,0,0,0.0761904761904762
Aegis-Boreas,288,0.19204,0,Aegis,Boreas,19.2,medium,0,0,0.115
Caelum-Fenix,101,0.01607,0,Caelum,Fenix,1.61,very_low,0,0,0.07960199004975124
Boreas-Dawn,120,0.05178,0,Boreas,Dawn,5.18,low,0,0,0.0761904761904762
Aegis-Dawn,27,0.11658,0,Aegis,Dawn,11.66,medium,0,0,0.08607594936708861
Boreas-Elysium,314,0.15334,0,Boreas,Elysium,15.33,medium,0,0,0.08933002481389578
Boreas-Fenix,177,0.27781,0,Boreas,Fenix,27.78,high,1,0,0.10353535353535354
Boreas-Dawn,82,0.0358,0,Boreas,Dawn,3.58,very_low,0,0,0.0761904761904762
Dawn-Elysium,51,0.04061,0,Dawn,Elysium,4.06,very_low,0,0,0.07637231503579953
Caelum-Fenix,333,0.0039,0,Caelum,Fenix,0.39,very_low,0,0,0.07960199004975124
Boreas-Fenix,228,0.00083,0,Boreas,Fenix,0.08,very_low,0,0,0.10353535353535354
Caelum-Elysium,271,0.01435,0,Caelum,Elysium,1.44,very_low,0,0,0.08208955223880597
Caelum-Dawn,372,0.18736,0,Caelum,Dawn,18.74,medium,0,0,0.06666666666666667
Boreas-Elysium,170,0.11814,0,Boreas,Elysium,11.81,medium,0,0,0.08933002481389578
Boreas-Fenix,197,0.0389,0,Boreas,Fenix,3.89,very_low,0,0,0.10353535353535354
Caelum-Elysium,332,0.0123,0,Caelum,Elysium,1.23,very_low,0,0,0.08208955223880597
Boreas-Elysium,146,0.06732,0,Boreas,Elysium,6.73,low,0,0,0.08933002481389578
Elysium-Fenix,345,0.02746,0,Elysium,Fenix,2.75,very_low,0,0,0.06666666666666667
Dawn-Elysium,35,0.00829,1,Dawn,Elysium,0.83,very_low,0,1,0.07637231503579953
Boreas-Fenix,87,0.03172,1,Boreas,Fenix,3.17,very_low,0,1,0.10353535353535354
Boreas-Dawn,65,0.0671,0,Boreas,Dawn,6.71,low,0,0,0.0761904761904762
Boreas-Dawn,230,0.05544,0,Boreas,Dawn,5.54,low,0,0,0.0761904761904762
Aegis-Elysium,212,0.05893,0,Aegis,Elysium,5.89,low,0,0,0.06801007556675064
Elysium-Fenix,145,0.04876,0,Elysium,Fenix,4.88,very_low,0,0,0.06666666666666667
Aegis-Dawn,485,0.01539,0,Aegis,Dawn,1.54,very_low,0,0,0.08607594936708861
Aegis-Elysium,391,0.01978,0,Aegis,Elysium,1.98,very_low,0,0,0.06801007556675064
Caelum-Fenix,248,0.05374,0,Caelum,Fenix,5.37,low,0,0,0.07960199004975124
Boreas-Fenix,445,0.00331,0,Boreas,Fenix,0.33,very_low,0,0,0.10353535353535354
Dawn-Elysium,8,0.03362,0,Dawn,Elysium,3.36,very_low,0,0,0.07637231503579953
Aegis-Dawn,143,0.0834330688935281,0,Aegis,Dawn,8.34,low,0,0,0.08607594936708861
Aegis-Dawn,394,0.05757,0,Aegis,Dawn,5.76,low,0,0,0.08607594936708861
Aegis-Boreas,371,0.21533,0,Aegis,Boreas,21.53,high,1,0,0.115
Aegis-Elysium,193,0.04181,0,Aegis,Elysium,4.18,very_low,0,0,0.06801007556675064
Boreas-Fenix,1,0.0834330688935281,0,Boreas,Fenix,8.34,low,0,0,0.10353535353535354
Caelum-Dawn,292,0.00082,0,Caelum,Dawn,0.08,very_low,0,0,0.06666666666666667
Aegis-Elysium,459,0.15908,0,Aegis,Elysium,15.91,medium,0,0,0.06801007556675064
Aegis-Elysium,68,0.17526,0,Aegis,Elysium,17.53,medium,0,0,0.06801007556675064
Boreas-Fenix,378,0.02517,0,Boreas,Fenix,2.52,very_low,0,0,0.10353535353535354
Boreas-Fenix,311,0.13312,0,Boreas,Fenix,13.31,medium,0,0,0.10353535353535354
Caelum-Elysium,99,0.00916,0,Caelum,Elysium,0.92,very_low,0,0,0.08208955223880597
Dawn-Fenix,7,0.08132,0,Dawn,Fenix,8.13,low,0,0,0.07512953367875648
Aegis-Dawn,240,0.03313,0,Aegis,Dawn,3.31,very_low,0,0,0.08607594936708861
Dawn-Elysium,392,0.07599,0,Dawn,Elysium,7.6,low,0,0,0.07637231503579953
Boreas-Dawn,8,0.04754,0,Boreas,Dawn,4.75,very_low,0,0,0.0761904761904762
Boreas-Dawn,333,0.04122,0,Boreas,Dawn,4.12,very_low,0,0,0.0761904761904762
Aegis-Boreas,429,0.21236,0,Aegis,Boreas,21.24,high,1,0,0.115
Aegis-Boreas,242,0.05616,0,Aegis,Boreas,5.62,low,0,0,0.115
Caelum-Fenix,297,0.23193,0,Caelum,Fenix,23.19,high,1,0,0.07960199004975124
Caelum-Dawn,254,2e-05,0,Caelum,Dawn,0.0,very_low,0,0,0.06666666666666667
Aegis-Boreas,334,0.06843,1,Aegis,Boreas,6.84,low,0,1,0.115
Boreas-Dawn,214,0.04564,0,Boreas,Dawn,4.56,very_low,0,0,0.0761904761904762
Caelum-Elysium,356,0.14638,0,Caelum,Elysium,14.64,medium,0,0,0.08208955223880597
Boreas-Dawn,227,0.42356,0,Boreas,Dawn,42.36,very_high,1,0,0.0761904761904762
Dawn-Fenix,54,0.10573,0,Dawn,Fenix,10.57,medium,0,0,0.07512953367875648
Aegis-Boreas,447,0.28248,0,Aegis,Boreas,28.25,high,1,0,0.115
Boreas-Fenix,189,0.1031,0,Boreas,Fenix,10.31,medium,0,0,0.10353535353535354
Dawn-Elysium,247,0.10778,0,Dawn,Elysium,10.78,medium,0,0,0.07637231503579953
Caelum-Elysium,94,0.11474,0,Caelum,Elysium,11.47,medium,0,0,0.08208955223880597
Boreas-Elysium,107,0.0435,0,Boreas,Elysium,4.35,very_low,0,0,0.08933002481389578
Caelum-Dawn,327,0.02275,0,Caelum,Dawn,2.28,very_low,0,0,0.06666666666666667
Caelum-Dawn,379,0.0169,0,Caelum,Dawn,1.69,very_low,0,0,0.06666666666666667
Elysium-Fenix,194,0.16599,0,Elysium,Fenix,16.6,medium,0,0,0.06666666666666667
Aegis-Elysium,166,0.01877,1,Aegis,Elysium,1.88,very_low,0,1,0.06801007556675064
Aegis-Dawn,487,0.07026,0,Aegis,Dawn,7.03,low,0,0,0.08607594936708861
Aegis-Dawn,254,0.15228,0,Aegis,Dawn,15.23,medium,0,0,0.08607594936708861
Boreas-Dawn,220,0.17663,0,Boreas,Dawn,17.66,medium,0,0,0.0761904761904762
Aegis-Elysium,80,0.0834330688935281,0,Aegis,Elysium,8.34,low,0,0,0.06801007556675064
Caelum-Fenix,281,0.04958,0,Caelum,Fenix,4.96,very_low,0,0,0.07960199004975124
Caelum-Fenix,334,0.01211,0,Caelum,Fenix,1.21,very_low,0,0,0.07960199004975124
Caelum-Dawn,311,0.00265,0,Caelum,Dawn,0.26,very_low,0,0,0.06666666666666667
Caelum-Fenix,50,0.02941,0,Caelum,Fenix,2.94,very_low,0,0,0.07960199004975124
Caelum-Fenix,424,0.06291,0,Caelum,Fenix,6.29,low,0,0,0.07960199004975124
Dawn-Fenix,183,0.28277,0,Dawn,Fenix,28.28,high,1,0,0.07512953367875648
Elysium-Fenix,281,0.0834330688935281,0,Elysium,Fenix,8.34,low,0,0,0.06666666666666667
Aegis-Dawn,79,0.01903,0,Aegis,Dawn,1.9,very_low,0,0,0.08607594936708861
Boreas-Fenix,161,0.06875,0,Boreas,Fenix,6.88,low,0,0,0.10353535353535354
Elysium-Fenix,2,0.03337,0,Elysium,Fenix,3.34,very_low,0,0,0.06666666666666667
Boreas-Elysium,57,0.12529,0,Boreas,Elysium,12.53,medium,0,0,0.08933002481389578
Dawn-Elysium,474,0.00239,0,Dawn,Elysium,0.24,very_low,0,0,0.07637231503579953
Boreas-Fenix,165,0.0834330688935281,0,Boreas,Fenix,8.34,low,0,0,0.10353535353535354
Boreas-Elysium,28,0.00477,0,Boreas,Elysium,0.48,very_low,0,0,0.08933002481389578
Elysium-Fenix,397,0.17469,0,Elysium,Fenix,17.47,medium,0,0,0.06666666666666667
Dawn-Elysium,277,0.0487,0,Dawn,Elysium,4.87,very_low,0,0,0.07637231503579953
Boreas-Fenix,79,0.04107,0,Boreas,Fenix,4.11,very_low,0,0,0.10353535353535354
Aegis-Elysium,368,0.15285,0,Aegis,Elysium,15.29,medium,0,0,0.06801007556675064
Aegis-Elysium,312,0.00726,0,Aegis,Elysium,0.73,very_low,0,0,0.06801007556675064
Boreas-Dawn,458,0.25179,0,Boreas,Dawn,25.18,high,1,0,0.0761904761904762
Dawn-Elysium,337,0.06932,0,Dawn,Elysium,6.93,low,0,0,0.07637231503579953
Aegis-Boreas,74,0.02048,0,Aegis,Boreas,2.05,very_low,0,0,0.115
Dawn-Elysium,402,0.00852,1,Dawn,Elysium,0.85,very_low,0,1,0.07637231503579953
Aegis-Dawn,135,0.09776,0,Aegis,Dawn,9.78,low,0,0,0.08607594936708861
Aegis-Elysium,323,0.04991,0,Aegis,Elysium,4.99,very_low,0,0,0.06801007556675064
Aegis-Dawn,262,0.16134,0,Aegis,Dawn,16.13,medium,0,0,0.08607594936708861
Caelum-Fenix,217,0.08352,0,Caelum,Fenix,8.35,low,0,0,0.07960199004975124
Aegis-Elysium,369,0.05874,0,Aegis,Elysium,5.87,low,0,0,0.06801007556675064
Dawn-Elysium,436,0.03476,0,Dawn,Elysium,3.48,very_low,0,0,0.07637231503579953
Dawn-Fenix,166,0.1116,0,Dawn,Fenix,11.16,medium,0,0,0.07512953367875648
Aegis-Elysium,304,0.00065,0,Aegis,Elysium,0.06,very_low,0,0,0.06801007556675064
Boreas-Dawn,205,0.12061,0,Boreas,Dawn,12.06,medium,0,0,0.0761904761904762
Elysium-Fenix,270,0.03978,0,Elysium,Fenix,3.98,very_low,0,0,0.06666666666666667
Boreas-Dawn,469,0.04534,0,Boreas,Dawn,4.53,very_low,0,0,0.0761904761904762
Boreas-Elysium,193,0.02112,1,Boreas,Elysium,2.11,very_low,0,1,0.08933002481389578
Aegis-Boreas,219,0.26517,0,Aegis,Boreas,26.52,high,1,0,0.115
Caelum-Fenix,374,0.05943,0,Caelum,Fenix,5.94,low,0,0,0.07960199004975124
Aegis-Elysium,183,0.01396,0,Aegis,Elysium,1.4,very_low,0,0,0.06801007556675064
Aegis-Elysium,33,0.04613,0,Aegis,Elysium,4.61,very_low,0,0,0.06801007556675064
Boreas-Elysium,395,0.04712,0,Boreas,Elysium,4.71,very_low,0,0,0.08933002481389578
Boreas-Dawn,222,0.0834330688935281,0,Boreas,Dawn,8.34,low,0,0,0.0761904761904762
Boreas-Dawn,264,0.0834330688935281,0,Boreas,Dawn,8.34,low,0,0,0.0761904761904762
Caelum-Dawn,75,0.3163,0,Caelum,Dawn,31.63,high,1,0,0.06666666666666667
Caelum-Dawn,354,0.0834330688935281,0,Caelum,Dawn,8.34,low,0,0,0.06666666666666667
Dawn-Fenix,27,0.155,0,Dawn,Fenix,15.5,medium,0,0,0.07512953367875648
Boreas-Elysium,439,0.0407,0,Boreas,Elysium,4.07,very_low,0,0,0.08933002481389578
Boreas-Fenix,5,0.01597,0,Boreas,Fenix,1.6,very_low,0,0,0.10353535353535354
Elysium-Fenix,203,0.00882,0,Elysium,Fenix,0.88,very_low,0,0,0.06666666666666667
Boreas-Elysium,68,0.12752,0,Boreas,Elysium,12.75,medium,0,0,0.08933002481389578
Boreas-Elysium,447,0.01499,0,Boreas,Elysium,1.5,very_low,0,0,0.08933002481389578
Caelum-Fenix,162,0.01785,0,Caelum,Fenix,1.78,very_low,0,0,0.07960199004975124
Aegis-Boreas,126,0.16696,0,Aegis,Boreas,16.7,medium,0,0,0.115
Caelum-Elysium,399,0.0297,0,Caelum,Elysium,2.97,very_low,0,0,0.08208955223880597
Caelum-Elysium,469,0.1011,0,Caelum,Elysium,10.11,medium,0,0,0.08208955223880597
Elysium-Fenix,152,0.00873,0,Elysium,Fenix,0.87,very_low,0,0,0.06666666666666667
Boreas-Dawn,52,0.04463,0,Boreas,Dawn,4.46,very_low,0,0,0.0761904761904762
Caelum-Elysium,44,0.2262,0,Caelum,Elysium,22.62,high,1,0,0.08208955223880597
Caelum-Elysium,292,0.01476,0,Caelum,Elysium,1.48,very_low,0,0,0.08208955223880597
Aegis-Dawn,189,0.18406,0,Aegis,Dawn,18.41,medium,0,0,0.08607594936708861
Elysium-Fenix,171,0.09098,0,Elysium,Fenix,9.1,low,0,0,0.06666666666666667
Caelum-Dawn,338,0.0834330688935281,0,Caelum,Dawn,8.34,low,0,0,0.06666666666666667
Boreas-Elysium,67,0.02783,0,Boreas,Elysium,2.78,very_low,0,0,0.08933002481389578
Dawn-Elysium,349,0.22569,0,Dawn,Elysium,22.57,high,1,0,0.07637231503579953
Boreas-Elysium,49,0.07205,0,Boreas,Elysium,7.2,low,0,0,0.08933002481389578
Elysium-Fenix,409,0.0387,0,Elysium,Fenix,3.87,very_low,0,0,0.06666666666666667
Aegis-Elysium,447,0.03295,0,Aegis,Elysium,3.3,very_low,0,0,0.06801007556675064
Dawn-Elysium,390,0.08557,0,Dawn,Elysium,8.56,low,0,0,0.07637231503579953
Caelum-Elysium,123,0.05379,0,Caelum,Elysium,5.38,low,0,0,0.08208955223880597
Aegis-Boreas,118,0.01046,0,Aegis,Boreas,1.05,very_low,0,0,0.115
Aegis-Dawn,345,0.19766,0,Aegis,Dawn,19.77,medium,0,0,0.08607594936708861
Caelum-Dawn,40,0.02375,0,Caelum,Dawn,2.38,very_low,0,0,0.06666666666666667
Boreas-Dawn,23,0.0834330688935281,0,Boreas,Dawn,8.34,low,0,0,0.0761904761904762
Caelum-Dawn,273,0.17698,0,Caelum,Dawn,17.7,medium,0,0,0.06666666666666667
Caelum-Dawn,169,0.02486,0,Caelum,Dawn,2.49,very_low,0,0,0.06666666666666667
Boreas-Dawn,251,0.07191,0,Boreas,Dawn,7.19,low,0,0,0.0761904761904762
Boreas-Dawn,17,0.06095,0,Boreas,Dawn,6.1,low,0,0,0.0761904761904762
Caelum-Elysium,499,0.11625,0,Caelum,Elysium,11.62,medium,0,0,0.08208955223880597
