link_id,tick,self_reported_latency_ms,measured_latency_ms,planet_a,planet_b,latency_difference,absolute_difference,latency_ratio,percentage_error,trust_score,hist_mean_trust,hist_std_trust,hist_mean_latency_diff
Caelum-Elysium,177,196700.301,190292.132,Caelum,Elysium,-6408.168999999994,6408.168999999994,0.9674216614442294,3.37,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Dawn,490,110879.379,115298.883,Caelum,Dawn,4419.504000000001,4419.504000000001,1.0398586647928467,3.83,0.9631,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,335,1636426.503,1603309.732,Elysium,Fenix,-33116.77099999995,33116.77099999995,0.9797627507625376,2.07,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Fenix,458,82313.848,162874.565,Boreas,Fenix,80560.717,80560.717,1.9787018704313277,49.46,0.6691,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Dawn,494,70610.279,71204.467,Boreas,Dawn,594.1880000000092,594.1880000000092,1.0084150354369794,0.83,0.9917,0.9791679389312977,0.052929740107363066,-992.1216852668913
Elysium-Fenix,445,194735.017,186948.233,Elysium,Fenix,-7786.783999999985,7786.783999999985,0.9600134371313405,4.17,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Fenix,206,143797.143,149698.113,Dawn,Fenix,5900.970000000001,5900.970000000001,1.0410367680253565,3.94,0.9621,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Elysium,376,187658.257,179343.914,Boreas,Elysium,-8314.343000000023,8314.343000000023,0.955694233054717,4.64,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,342,172842.361,257472.468,Aegis,Elysium,84630.10699999999,84630.10699999999,1.4896375316233963,32.87,0.7526,0.7958968831168831,0.13151929136319288,77214.95699135585
Aegis-Boreas,320,65916.135,62993.415,Aegis,Boreas,-2922.719999999994,2922.719999999994,0.955660021632033,4.64,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,119,90139.881,90936.904,Boreas,Dawn,797.023000000001,797.023000000001,1.008842068473554,0.88,0.9913,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,213,177297.8,177029.746,Caelum,Elysium,-268.0539999999746,268.0539999999746,0.9984881143477247,0.15,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Elysium,60,141015.296,142718.178,Boreas,Elysium,1702.8820000000123,1702.8820000000123,1.012075867287475,1.19,0.9882,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Elysium,219,158730.741,154411.013,Boreas,Elysium,-4319.728000000003,4319.728000000003,0.9727858134298005,2.8,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,173,91616.282,91432.772,Boreas,Dawn,-183.5100000000093,183.5100000000093,0.9979969717609801,0.2,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Boreas,260,65532.341,62912.077,Aegis,Boreas,-2620.264000000003,2620.264000000003,0.9600157119367977,4.16,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Fenix,291,134090.64,132037.732,Dawn,Fenix,-2052.908000000025,2052.908000000025,0.9846901469036167,1.55,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Elysium,39,140296.137,140825.699,Boreas,Elysium,529.5620000000054,529.5620000000054,1.0037746014346782,0.38,0.9963,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Elysium,285,125469.28,120904.795,Dawn,Elysium,-4564.485000000001,4564.485000000001,0.9636206966358618,3.78,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,401,128666.632,129196.302,Aegis,Dawn,529.6699999999983,529.6699999999983,1.0041166073267542,0.41,0.9959,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,244,188006.481,182488.421,Caelum,Elysium,-5518.059999999998,5518.059999999998,0.970649628828487,3.02,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Elysium,26,263196.28,275660.24,Boreas,Elysium,12463.959999999963,12463.959999999963,1.0473561404439302,4.52,0.9567,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,234,110466.805,115487.439,Caelum,Fenix,5020.6340000000055,5020.6340000000055,1.04544925509523,4.35,0.9583,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,417,128922.998,132778.56,Boreas,Dawn,3855.561999999991,3855.561999999991,1.0299059288087606,2.9,0.9718,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Dawn,328,110168.978,114770.535,Boreas,Dawn,4601.557000000001,4601.557000000001,1.0417681736141728,4.01,0.9615,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Dawn,73,79275.672,80589.343,Boreas,Dawn,1313.6709999999875,1313.6709999999875,1.016570922287483,1.63,0.984,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Fenix,415,122526.343,125712.268,Caelum,Fenix,3185.925000000003,3185.925000000003,1.0260019594316954,2.53,0.9753,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,249,101914.445,97812.981,Dawn,Elysium,-4101.464000000007,4101.464000000007,0.9597558128290842,4.19,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,260,70425.147,72622.322,Dawn,Fenix,2197.175000000003,2197.175000000003,1.031198727920298,3.03,0.9706,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Elysium,154,112091.577,115180.643,Dawn,Elysium,3089.0659999999916,3089.0659999999916,1.027558413242772,2.68,0.9739,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Fenix,208,110560.649,113678.567,Caelum,Fenix,3117.9179999999906,3117.9179999999906,1.0282009741096942,2.74,0.9733,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,127,302216.655,301155.446,Dawn,Elysium,-1061.2090000000317,1061.2090000000317,0.9964885820075005,0.35,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,224,75095.221,75869.686,Aegis,Boreas,774.4649999999965,774.4649999999965,1.0103131063426791,1.02,0.9899,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,223,132446.387,138757.012,Aegis,Dawn,6310.625,6310.625,1.0476466375787208,4.55,0.9565,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Fenix,378,108271.712,104483.42,Dawn,Fenix,-3788.2920000000013,3788.2920000000013,0.9650112487368815,3.63,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,141,83110.469,160018.696,Aegis,Elysium,76908.227,76908.227,1.9253735170234691,48.06,0.6754,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,262,100761.356,161387.124,Boreas,Fenix,60625.76800000001,60625.76800000001,1.6016767777519787,37.57,0.7269,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Dawn,346,129635.29,125549.377,Aegis,Dawn,-4085.9130000000005,4085.9130000000005,0.9684814759931497,3.25,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,289,130019.589,132451.784,Caelum,Fenix,2432.195000000007,2432.195000000007,1.0187063735449895,1.84,0.982,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Fenix,42,202041.937,194563.582,Dawn,Fenix,-7478.3550000000105,7478.3550000000105,0.9629861250043351,3.84,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Fenix,51,161312.135,331944.483,Boreas,Fenix,170632.348,170632.348,2.0577775069432933,51.4,0.6605,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Fenix,428,155445.265,154381.112,Boreas,Fenix,-1064.1530000000203,1064.1530000000203,0.9931541626565465,0.69,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Boreas,117,127842.352,125276.099,Aegis,Boreas,-2566.252999999997,2566.252999999997,0.9799264253210861,2.05,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,145,170339.427,165068.375,Aegis,Dawn,-5271.051999999996,5271.051999999996,0.9690555962713201,3.19,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Boreas,3,70575.341,74284.268,Aegis,Boreas,3708.926999999996,3708.926999999996,1.0525527322638086,4.99,0.9524,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Fenix,170,59802.266,136213.154,Caelum,Fenix,76410.888,76410.888,2.2777256299953583,56.1,0.6406,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Boreas,467,70989.342,73556.806,Aegis,Boreas,2567.4639999999927,2567.4639999999927,1.03616689389796,3.49,0.9663,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Boreas,5,86796.243,84519.216,Aegis,Boreas,-2277.027000000002,2277.027000000002,0.9737658345419398,2.69,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,419,195627.035,203220.326,Aegis,Dawn,7593.290999999997,7593.290999999997,1.038815141271246,3.74,0.964,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Fenix,95,302516.871,174369.581,Boreas,Fenix,-128147.28999999998,128147.28999999998,0.5763962202293175,73.49,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,324,317833.638,326219.767,Caelum,Fenix,8386.129000000015,8386.129000000015,1.0263852783260154,2.57,0.9749,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Elysium,63,204928.31,197859.891,Aegis,Elysium,-7068.418999999994,7068.418999999994,0.9655078451581434,3.57,1.0,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,90,175146.855,172698.606,Boreas,Fenix,-2448.2490000000107,2448.2490000000107,0.9860217358741611,1.42,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Boreas,242,93090.44,91824.038,Aegis,Boreas,-1266.4020000000019,1266.4020000000019,0.9863960037142374,1.38,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Dawn-Fenix,213,123917.346,120407.281,Dawn,Fenix,-3510.0650000000023,3510.0650000000023,0.9716741431825049,2.92,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,160,158609.542,160868.349,Aegis,Elysium,2258.8070000000007,2258.8070000000007,1.0142413058604003,1.4,0.9862,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Fenix,370,98916.077,202535.202,Boreas,Fenix,103619.12499999999,103619.12499999999,2.047545840298539,51.16,0.6615,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Elysium,235,148688.569,153971.528,Caelum,Elysium,5282.959000000003,5282.959000000003,1.0355303641398284,3.43,0.9668,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Elysium,397,122452.732,122647.739,Boreas,Elysium,195.0069999999978,195.0069999999978,1.0015925083647788,0.16,0.9984,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Elysium,17,129577.665,127916.839,Caelum,Elysium,-1660.8259999999864,1660.8259999999864,0.98718277567357,1.3,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Dawn,421,258224.811,271369.52,Caelum,Dawn,13144.709000000032,13144.709000000032,1.0509041286509067,4.84,0.9538,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Fenix,63,27401.906,161287.068,Boreas,Fenix,133885.162,133885.162,5.885979902273951,83.01,0.5464,0.8068014354066986,0.13514659878591953,61601.108196475456
Boreas-Dawn,105,70363.634,73715.232,Boreas,Dawn,3351.597999999998,3351.597999999998,1.0476325313158215,4.55,0.9565,0.9791679389312977,0.052929740107363066,-992.1216852668913
Elysium-Fenix,285,171131.188,166536.43,Elysium,Fenix,-4594.758000000002,4594.758000000002,0.973150668480137,2.76,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,324,121029.905,121691.582,Boreas,Elysium,661.676999999996,661.676999999996,1.0054670537831125,0.54,0.9946,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Fenix,209,166982.696,229408.844,Boreas,Fenix,62426.148000000016,62426.148000000016,1.3738480063826495,27.21,0.7861,0.8068014354066986,0.13514659878591953,61601.108196475456
Dawn-Fenix,265,69814.465,72939.849,Dawn,Fenix,3125.3840000000055,3125.3840000000055,1.0447669977847716,4.28,0.9589,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Elysium,312,100123.897,154048.142,Aegis,Elysium,53924.244999999995,53924.244999999995,1.5385751715197422,35.0,0.7407,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Dawn,448,232159.966,238638.229,Caelum,Dawn,6478.263000000006,6478.263000000006,1.0279043071534564,2.71,0.9736,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Elysium,312,124085.024,125528.709,Caelum,Elysium,1443.6849999999977,1443.6849999999977,1.0116346433555108,1.15,0.9886,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,80,183099.668,175656.427,Elysium,Fenix,-7443.241000000009,7443.241000000009,0.9593486919921668,4.24,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,362,96546.689,99108.032,Boreas,Elysium,2561.343000000008,2561.343000000008,1.026529578865206,2.58,0.9748,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,475,77263.839,73590.853,Boreas,Dawn,-3672.9860000000044,3672.9860000000044,0.9524617719292979,4.99,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Elysium,14,133775.721,129785.464,Caelum,Elysium,-3990.2569999999832,3990.2569999999832,0.9701720389157912,3.07,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Boreas-Dawn,261,72780.321,71595.086,Boreas,Dawn,-1185.2350000000006,1185.2350000000006,0.9837148973278093,1.66,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Fenix,239,120670.637,212311.63,Boreas,Fenix,91640.993,91640.993,1.7594307553046231,43.16,0.6985,0.8068014354066986,0.13514659878591953,61601.108196475456
Elysium-Fenix,87,167108.543,175147.58,Elysium,Fenix,8039.036999999982,8039.036999999982,1.0481066787830229,4.59,0.9561,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Elysium,472,206782.433,200752.936,Boreas,Elysium,-6029.497000000003,6029.497000000003,0.9708413480172177,3.0,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,7,116411.411,115061.17,Caelum,Fenix,-1350.2409999999945,1350.2409999999945,0.9884011284770013,1.17,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,218,62558.311,121484.563,Dawn,Elysium,58926.25199999999,58926.25199999999,1.941941223445115,48.51,0.6734,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Elysium,493,131643.551,235208.238,Aegis,Elysium,103564.687,103564.687,1.786705358624062,44.03,0.6943,0.7958968831168831,0.13151929136319288,77214.95699135585
Caelum-Fenix,206,289603.703,282794.887,Caelum,Fenix,-6808.815999999992,6808.815999999992,0.9764891956509272,2.41,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,158,280261.959,277349.484,Boreas,Elysium,-2912.4749999999767,2912.4749999999767,0.989608025968305,1.05,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Elysium,169,460730.532,665315.692,Aegis,Elysium,204585.16000000003,204585.16000000003,1.444045153925245,30.75,0.7648,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Fenix,415,74823.407,76655.598,Dawn,Fenix,1832.1909999999916,1832.1909999999916,1.0244868694631881,2.39,0.9767,0.9823136476426799,0.04646098172906777,-362.5543768567232
Aegis-Boreas,232,323586.641,316623.415,Aegis,Boreas,-6963.226000000024,6963.226000000024,0.9784811079391871,2.2,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Boreas,66,71141.807,71434.658,Aegis,Boreas,292.8509999999951,292.8509999999951,1.004116440281029,0.41,0.9959,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Dawn,103,67417.431,70614.73,Boreas,Dawn,3197.298999999999,3197.298999999999,1.0474254054563426,4.53,0.9567,0.9791679389312977,0.052929740107363066,-992.1216852668913
Caelum-Dawn,283,194353.962,201870.277,Caelum,Dawn,7516.315000000002,7516.315000000002,1.0386733304670166,3.72,0.9641,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Elysium,96,191899.316,196420.622,Caelum,Elysium,4521.306000000011,4521.306000000011,1.0235608239479081,2.3,0.9775,0.9780398457583547,0.06003094589396874,1753.5802267796134
Dawn-Elysium,132,139917.836,133594.315,Dawn,Elysium,-6323.521000000008,6323.521000000008,0.9548054688324367,4.73,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,125,78588.199,79949.03,Aegis,Boreas,1360.8310000000056,1360.8310000000056,1.0173159713203253,1.7,0.9833,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Elysium,296,306861.607,318896.775,Aegis,Elysium,12035.168000000005,12035.168000000005,1.0392201817544415,3.77,0.9636,0.7958968831168831,0.13151929136319288,77214.95699135585
Boreas-Dawn,476,81569.72,77956.249,Boreas,Dawn,-3613.471000000005,3613.471000000005,0.9557008286898618,4.64,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,416,87121.523,89536.141,Dawn,Fenix,2414.618000000002,2414.618000000002,1.0277155164057452,2.7,0.9737,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Fenix,373,181378.876,186010.247,Dawn,Fenix,4631.371000000014,4631.371000000014,1.0255342358610713,2.49,0.9757,0.9823136476426799,0.04646098172906777,-362.5543768567232
Boreas-Elysium,75,262559.644,273102.194,Boreas,Elysium,10542.550000000047,10542.550000000047,1.0401529718710316,3.86,0.9628,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Elysium,80,267632.668,280078.112,Dawn,Elysium,12445.444000000018,12445.444000000018,1.0465019614122744,4.44,0.9575,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Caelum-Dawn,86,117771.52,123611.154,Caelum,Dawn,5839.633999999991,5839.633999999991,1.0495844326370245,4.72,0.9549,0.9804744471744471,0.05446466415035868,-6484.057433327288
Dawn-Fenix,196,181051.24749094708,125003.088,Dawn,Fenix,-56048.15949094707,56048.15949094707,0.6904293106638241,44.84,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Dawn,345,177326.465,180848.717,Caelum,Dawn,3522.2520000000077,3522.2520000000077,1.0198630926297436,1.95,0.9809,0.9804744471744471,0.05446466415035868,-6484.057433327288
Elysium-Fenix,318,170087.17,175726.93,Elysium,Fenix,5639.75999999998,5639.75999999998,1.0331580565424188,3.21,0.9689,0.9777570719602977,0.055399164086247815,4312.254361379141
Boreas-Fenix,297,138791.6,133208.746,Boreas,Fenix,-5582.853999999992,5582.853999999992,0.9597752745843409,4.19,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Dawn,418,139563.208,136187.343,Aegis,Dawn,-3375.86500000002,3375.86500000002,0.975811210931752,2.48,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Boreas-Dawn,146,72651.06,70951.045,Boreas,Dawn,-1700.0149999999994,1700.0149999999994,0.9766002725906545,2.4,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,122,91750.894,92578.756,Dawn,Fenix,827.8619999999937,827.8619999999937,1.0090229311553083,0.89,0.9911,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Fenix,126,75075.646,76218.359,Dawn,Fenix,1142.7130000000034,1142.7130000000034,1.015220821409915,1.5,0.9852,0.9823136476426799,0.04646098172906777,-362.5543768567232
Dawn-Elysium,478,1345419.599,1388618.489,Dawn,Elysium,43198.89000000013,43198.89000000013,1.0321081170752293,3.11,0.9698,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Elysium,121,116053.762,118518.507,Dawn,Elysium,2464.7449999999953,2464.7449999999953,1.0212379586626412,2.08,0.9796,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,364,70689.395,73290.6,Aegis,Boreas,2601.2050000000017,2601.2050000000017,1.0367976695797156,3.55,0.9657,0.9849621693121693,0.03408513950102227,-4121.568080328588
Caelum-Dawn,287,243773.998,252553.34,Caelum,Dawn,8779.342000000004,8779.342000000004,1.0360142676086397,3.48,0.9664,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,125,252382.085,257937.287,Boreas,Elysium,5555.202000000019,5555.202000000019,1.0220110789559411,2.15,0.9789,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Caelum-Fenix,123,167344.854,160457.87,Caelum,Fenix,-6886.983999999997,6886.983999999997,0.9588455585255105,4.29,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Dawn-Elysium,69,107244.185,107834.0,Dawn,Elysium,589.8150000000023,589.8150000000023,1.005499738750404,0.55,0.9946,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Dawn,25,147556.405,147646.181,Aegis,Dawn,89.77600000001257,89.77600000001257,1.0006084181842192,0.06,0.9994,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Dawn-Elysium,321,155887.1,156221.53,Dawn,Elysium,334.429999999993,334.429999999993,1.0021453346684877,0.21,0.9979,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Aegis-Boreas,55,162734.525,170476.482,Aegis,Boreas,7741.956999999995,7741.956999999995,1.0475741518279542,4.54,0.9566,0.9849621693121693,0.03408513950102227,-4121.568080328588
Aegis-Dawn,138,134459.04,132217.762,Aegis,Dawn,-2241.2780000000203,2241.2780000000203,0.9833311467938487,1.7,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Aegis-Boreas,302,108659.48,103856.872,Aegis,Boreas,-4802.607999999993,4802.607999999993,0.9558012977790802,4.62,1.0,0.9849621693121693,0.03408513950102227,-4121.568080328588
Boreas-Fenix,266,181051.24749094708,194357.553,Boreas,Fenix,13306.305509052938,13306.305509052938,1.0734946911079322,6.85,0.9359,0.8068014354066986,0.13514659878591953,61601.108196475456
Aegis-Elysium,276,110712.949,193332.314,Aegis,Elysium,82619.36500000002,82619.36500000002,1.7462484356730488,42.73,0.7006,0.7958968831168831,0.13151929136319288,77214.95699135585
Dawn-Elysium,220,363145.699,347600.278,Dawn,Elysium,-15545.421000000031,15545.421000000031,0.9571923306738653,4.47,1.0,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Boreas-Elysium,55,94586.216,97860.218,Boreas,Elysium,3274.001999999993,3274.001999999993,1.0346139441713156,3.35,0.9676,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Dawn-Fenix,145,517844.964,535162.417,Dawn,Fenix,17317.453000000038,17317.453000000038,1.033441385364134,3.24,0.9687,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Fenix,432,116071.754,115436.098,Caelum,Fenix,-635.6560000000027,635.6560000000027,0.9945235944310792,0.55,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Caelum-Elysium,144,157725.763,155826.752,Caelum,Elysium,-1899.0109999999986,1899.0109999999986,0.9879600455633871,1.22,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Caelum-Fenix,143,205071.387,199410.047,Caelum,Fenix,-5661.3399999999965,5661.3399999999965,0.9723933207707812,2.84,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Fenix,378,150604.415,147157.66,Boreas,Fenix,-3446.7550000000047,3446.7550000000047,0.9771138515427984,2.34,1.0,0.8068014354066986,0.13514659878591953,61601.108196475456
Caelum-Fenix,202,111802.032,113477.14,Caelum,Fenix,1675.107999999993,1675.107999999993,1.0149828046059126,1.48,0.9855,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Elysium,286,150596.85,156371.242,Boreas,Elysium,5774.391999999993,5774.391999999993,1.0383433783641556,3.69,0.9644,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Elysium,261,321522.664,320908.919,Boreas,Elysium,-613.7449999999953,613.7449999999953,0.9980911298993218,0.19,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Elysium,296,155968.392,150737.922,Boreas,Elysium,-5230.470000000001,5230.470000000001,0.9664645513560209,3.47,1.0,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Boreas-Dawn,253,97828.545,95477.203,Boreas,Dawn,-2351.342000000004,2351.342000000004,0.9759646634834444,2.46,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Boreas-Dawn,468,140423.715,135102.448,Boreas,Dawn,-5321.266999999993,5321.266999999993,0.9621056386380321,3.94,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Dawn-Fenix,202,113324.018,109269.623,Dawn,Fenix,-4054.3949999999895,4054.3949999999895,0.9642229858104749,3.71,1.0,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Dawn,117,229747.972,228920.451,Caelum,Dawn,-827.5210000000079,827.5210000000079,0.9963981357798448,0.36,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Boreas-Elysium,393,120190.618,123838.093,Boreas,Elysium,3647.4749999999913,3647.4749999999913,1.0303474186312944,2.95,0.9714,0.9804581280788177,0.05527648369623914,-1839.5134922540726
Aegis-Dawn,23,120776.748,120605.566,Aegis,Dawn,-171.1820000000007,171.1820000000007,0.9985826576486394,0.14,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Elysium,400,185619.127,179328.547,Caelum,Elysium,-6290.580000000016,6290.580000000016,0.9661102812966036,3.51,1.0,0.9780398457583547,0.06003094589396874,1753.5802267796134
Elysium-Fenix,211,205015.64,207720.946,Elysium,Fenix,2705.3059999999823,2705.3059999999823,1.0131956079058162,1.3,0.9871,0.9777570719602977,0.055399164086247815,4312.254361379141
Dawn-Elysium,199,112046.06,113971.061,Dawn,Elysium,1925.0010000000038,1925.0010000000038,1.017180443471194,1.69,0.9834,0.9839219696969698,0.04028966443660543,-3087.7173304880284
Dawn-Fenix,489,82416.41,83634.979,Dawn,Fenix,1218.5690000000031,1218.5690000000031,1.0147855141955346,1.46,0.9856,0.9823136476426799,0.04646098172906777,-362.5543768567232
Caelum-Dawn,122,127071.806,123750.686,Caelum,Dawn,-3321.1199999999953,3321.1199999999953,0.9738642260266609,2.68,1.0,0.9804744471744471,0.05446466415035868,-6484.057433327288
Caelum-Fenix,156,736810.574,717686.099,Caelum,Fenix,-19124.474999999977,19124.474999999977,0.974044244647336,2.66,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Boreas-Dawn,469,101990.062,101659.061,Boreas,Dawn,-331.00100000000384,331.00100000000384,0.9967545759507431,0.33,1.0,0.9791679389312977,0.052929740107363066,-992.1216852668913
Aegis-Dawn,171,117979.745,121228.224,Aegis,Dawn,3248.4790000000066,3248.4790000000066,1.0275342093678876,2.68,0.9739,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Caelum-Fenix,188,135246.315,129766.488,Caelum,Fenix,-5479.827000000005,5479.827000000005,0.959482615108589,4.22,1.0,0.9796862650602409,0.04873557984945812,1731.907948738127
Aegis-Dawn,166,151826.578,145155.968,Aegis,Dawn,-6670.610000000015,6670.610000000015,0.9560642801288717,4.6,1.0,0.9844383292383293,0.0367757216063089,-2180.4743005156975
Elysium-Fenix,32,844205.546,805462.108,Elysium,Fenix,-38743.437999999966,38743.437999999966,0.9541066293824135,4.81,1.0,0.9777570719602977,0.055399164086247815,4312.254361379141
