link_id,tick,traffic_share,jammed_flag,planet_a,planet_b,traffic_percentage,traffic_bucket,high_traffic_share,relative_traffic,jammed_int
Caelum-Elysium,430,0.14107,False,Caelum,Elysium,14.11,medium,0,1.6908,0
Caelum-Fenix,430,0.04207,False,Caelum,Fenix,4.21,very_low,0,0.5042,0
Dawn-Elysium,430,0.13205,False,Dawn,Elysium,13.2,medium,0,1.5827,0
Dawn-Fenix,430,0.04091,False,Dawn,Fenix,4.09,very_low,0,0.4903,0
Elysium-Fenix,430,0.02139,False,Elysium,Fenix,2.14,very_low,0,0.2564,0
Aegis-Boreas,431,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,431,0.11827,False,Aegis,Dawn,11.83,medium,0,1.4175,0
Aegis-Elysium,431,0.00668,False,Aegis,Elysium,0.67,very_low,0,0.0801,0
Boreas-Dawn,431,0.06785,False,Boreas,Dawn,6.78,low,0,0.8132,0
Boreas-Elysium,431,0.22532,False,Boreas,Elysium,22.53,high,1,2.7006,0
Boreas-Fenix,431,0.09181,False,Boreas,Fenix,9.18,low,0,1.1004,0
Caelum-Dawn,431,0.00925,False,Caelum,Dawn,0.92,very_low,0,0.1109,0
Caelum-Elysium,431,0.00745,False,Caelum,Elysium,0.74,very_low,0,0.0893,0
Caelum-Fenix,431,0.02464,False,Caelum,Fenix,2.46,very_low,0,0.2953,0
Dawn-Elysium,431,0.31777,True,Dawn,Elysium,31.78,high,1,3.8087,1
Dawn-Fenix,431,0.05728,False,Dawn,Fenix,5.73,low,0,0.6865,0
Elysium-Fenix,431,0.05572,False,Elysium,Fenix,5.57,low,0,0.6678,0
Aegis-Boreas,432,0.03398,False,Aegis,Boreas,3.4,very_low,0,0.4073,0
Aegis-Dawn,432,0.03206,False,Aegis,Dawn,3.21,very_low,0,0.3843,0
Aegis-Elysium,432,0.12597,False,Aegis,Elysium,12.6,medium,0,1.5098,0
Boreas-Dawn,432,0.05814,False,Boreas,Dawn,5.81,low,0,0.6968,0
Boreas-Elysium,432,0.01356,False,Boreas,Elysium,1.36,very_low,0,0.1625,0
Boreas-Fenix,432,0.00631,False,Boreas,Fenix,0.63,very_low,0,0.0756,0
Caelum-Dawn,432,0.43287,False,Caelum,Dawn,43.29,very_high,1,5.1882,0
Caelum-Elysium,432,0.11779,False,Caelum,Elysium,11.78,medium,0,1.4118,0
Caelum-Fenix,432,0.1206,False,Caelum,Fenix,12.06,medium,0,1.4455,0
Dawn-Elysium,432,0.01761,False,Dawn,Elysium,1.76,very_low,0,0.2111,0
Dawn-Fenix,432,0.03315,False,Dawn,Fenix,3.32,very_low,0,0.3973,0
Elysium-Fenix,432,0.00795,False,Elysium,Fenix,0.8,very_low,0,0.0953,0
Aegis-Boreas,433,0.10201,False,Aegis,Boreas,10.2,medium,0,1.2227,0
Aegis-Dawn,433,0.03686,False,Aegis,Dawn,3.69,very_low,0,0.4418,0
Aegis-Elysium,433,0.11559,False,Aegis,Elysium,11.56,medium,0,1.3854,0
Boreas-Dawn,433,0.12826,False,Boreas,Dawn,12.83,medium,0,1.5373,0
Boreas-Elysium,433,0.01868,True,Boreas,Elysium,1.87,very_low,0,0.2239,1
Boreas-Fenix,433,0.20467,True,Boreas,Fenix,20.47,high,1,2.4531,1
Caelum-Dawn,433,0.06998,False,Caelum,Dawn,7.0,low,0,0.8388,0
Caelum-Elysium,433,0.00977,False,Caelum,Elysium,0.98,very_low,0,0.1171,0
Caelum-Fenix,433,0.10603,False,Caelum,Fenix,10.6,medium,0,1.2708,0
Dawn-Elysium,433,0.1074,False,Dawn,Elysium,10.74,medium,0,1.2873,0
Dawn-Fenix,433,0.03948,False,Dawn,Fenix,3.95,very_low,0,0.4732,0
Elysium-Fenix,433,0.06125,False,Elysium,Fenix,6.12,low,0,0.7341,0
Aegis-Boreas,434,0.02985,False,Aegis,Boreas,2.99,very_low,0,0.3578,0
Aegis-Dawn,434,0.07357,False,Aegis,Dawn,7.36,low,0,0.8818,0
Aegis-Elysium,434,0.04991,False,Aegis,Elysium,4.99,very_low,0,0.5982,0
Boreas-Dawn,434,0.01527,False,Boreas,Dawn,1.53,very_low,0,0.183,0
Boreas-Elysium,434,0.05521,False,Boreas,Elysium,5.52,low,0,0.6617,0
Boreas-Fenix,434,0.00272,False,Boreas,Fenix,0.27,very_low,0,0.0326,0
Caelum-Dawn,434,0.22204,False,Caelum,Dawn,22.2,high,1,2.6613,0
Caelum-Elysium,434,0.02494,False,Caelum,Elysium,2.49,very_low,0,0.2989,0
Caelum-Fenix,434,0.20443,False,Caelum,Fenix,20.44,high,1,2.4502,0
Dawn-Elysium,434,0.16682,False,Dawn,Elysium,16.68,medium,0,1.9994,0
Dawn-Fenix,434,0.02907,False,Dawn,Fenix,2.91,very_low,0,0.3484,0
Elysium-Fenix,434,0.12617,False,Elysium,Fenix,12.62,medium,0,1.5122,0
Aegis-Boreas,435,0.11173,True,Aegis,Boreas,11.17,medium,0,1.3392,1
Aegis-Dawn,435,0.13541,False,Aegis,Dawn,13.54,medium,0,1.623,0
Aegis-Elysium,435,0.0824,False,Aegis,Elysium,8.24,low,0,0.9876,0
Boreas-Dawn,435,0.00264,False,Boreas,Dawn,0.26,very_low,0,0.0316,0
Boreas-Elysium,435,0.01753,False,Boreas,Elysium,1.75,very_low,0,0.2101,0
Boreas-Fenix,435,0.10659,False,Boreas,Fenix,10.66,medium,0,1.2776,0
Caelum-Dawn,435,0.03526,False,Caelum,Dawn,3.53,very_low,0,0.4226,0
Caelum-Elysium,435,0.01993,False,Caelum,Elysium,1.99,very_low,0,0.2389,0
Caelum-Fenix,435,0.00333,False,Caelum,Fenix,0.33,very_low,0,0.0399,0
Dawn-Elysium,435,0.2333,True,Dawn,Elysium,23.33,high,1,2.7963,1
Dawn-Fenix,435,0.02338,True,Dawn,Fenix,2.34,very_low,0,0.2802,1
Elysium-Fenix,435,0.22851,False,Elysium,Fenix,22.85,high,1,2.7388,0
Aegis-Boreas,436,0.06851,False,Aegis,Boreas,6.85,low,0,0.8211,0
Aegis-Dawn,436,0.07436,False,Aegis,Dawn,7.44,low,0,0.8913,0
Aegis-Elysium,436,0.21361,False,Aegis,Elysium,21.36,high,1,2.5603,0
Boreas-Dawn,436,0.20843,False,Boreas,Dawn,20.84,high,1,2.4982,0
Boreas-Elysium,436,0.11551,False,Boreas,Elysium,11.55,medium,0,1.3845,0
Boreas-Fenix,436,0.0202,False,Boreas,Fenix,2.02,very_low,0,0.2421,0
Caelum-Dawn,436,0.02259,False,Caelum,Dawn,2.26,very_low,0,0.2708,0
Caelum-Elysium,436,0.02706,False,Caelum,Elysium,2.71,very_low,0,0.3243,0
Caelum-Fenix,436,0.18792,False,Caelum,Fenix,18.79,medium,0,2.2523,0
Dawn-Elysium,436,0.03476,False,Dawn,Elysium,3.48,very_low,0,0.4166,0
Dawn-Fenix,436,0.00405,False,Dawn,Fenix,0.4,very_low,0,0.0485,0
Elysium-Fenix,436,0.023,False,Elysium,Fenix,2.3,very_low,0,0.2757,0
Aegis-Boreas,437,0.02383,False,Aegis,Boreas,2.38,very_low,0,0.2856,0
Aegis-Dawn,437,0.12522,False,Aegis,Dawn,12.52,medium,0,1.5008,0
Aegis-Elysium,437,0.11949,False,Aegis,Elysium,11.95,medium,0,1.4322,0
Boreas-Dawn,437,0.13432,False,Boreas,Dawn,13.43,medium,0,1.6099,0
Boreas-Elysium,437,0.04764,False,Boreas,Elysium,4.76,very_low,0,0.571,0
Boreas-Fenix,437,0.00306,False,Boreas,Fenix,0.31,very_low,0,0.0367,0
Caelum-Dawn,437,0.02452,False,Caelum,Dawn,2.45,very_low,0,0.2939,0
Caelum-Elysium,437,0.00745,False,Caelum,Elysium,0.74,very_low,0,0.0893,0
Caelum-Fenix,437,0.16467,False,Caelum,Fenix,16.47,medium,0,1.9737,0
Dawn-Elysium,437,0.11128,False,Dawn,Elysium,11.13,medium,0,1.3338,0
Dawn-Fenix,437,0.13978,False,Dawn,Fenix,13.98,medium,0,1.6754,0
Elysium-Fenix,437,0.09874,False,Elysium,Fenix,9.87,low,0,1.1835,0
Aegis-Boreas,438,0.03859,False,Aegis,Boreas,3.86,very_low,0,0.4625,0
Aegis-Dawn,438,0.05604,False,Aegis,Dawn,5.6,low,0,0.6717,0
Aegis-Elysium,438,0.05157,False,Aegis,Elysium,5.16,low,0,0.6181,0
Boreas-Dawn,438,0.01943,False,Boreas,Dawn,1.94,very_low,0,0.2329,0
Boreas-Elysium,438,0.1947,False,Boreas,Elysium,19.47,medium,0,2.3336,0
Boreas-Fenix,438,0.08356,False,Boreas,Fenix,8.36,low,0,1.0015,0
Caelum-Dawn,438,0.1286,False,Caelum,Dawn,12.86,medium,0,1.5414,0
Caelum-Elysium,438,0.04764,False,Caelum,Elysium,4.76,very_low,0,0.571,0
Caelum-Fenix,438,0.05644,False,Caelum,Fenix,5.64,low,0,0.6765,0
Dawn-Elysium,438,0.23715,False,Dawn,Elysium,23.72,high,1,2.8424,0
Dawn-Fenix,438,0.05411,False,Dawn,Fenix,5.41,low,0,0.6485,0
Elysium-Fenix,438,0.0834330688935281,False,Elysium,Fenix,8.34,low,0,1.0,0
Aegis-Boreas,439,0.11823,True,Aegis,Boreas,11.82,medium,0,1.4171,1
Aegis-Dawn,439,0.05942,False,Aegis,Dawn,5.94,low,0,0.7122,0
Aegis-Elysium,439,0.07893,True,Aegis,Elysium,7.89,low,0,0.946,1
Boreas-Dawn,439,0.00739,False,Boreas,Dawn,0.74,very_low,0,0.0886,0
Boreas-Elysium,439,0.0407,False,Boreas,Elysium,4.07,very_low,0,0.4878,0
Boreas-Fenix,439,0.03574,False,Boreas,Fenix,3.57,very_low,0,0.4284,0
Caelum-Dawn,439,0.07044,False,Caelum,Dawn,7.04,low,0,0.8443,0
Caelum-Elysium,439,0.19978,False,Caelum,Elysium,19.98,medium,0,2.3945,0
Caelum-Fenix,439,0.27294,True,Caelum,Fenix,27.29,high,1,3.2714,1
Dawn-Elysium,439,0.01168,False,Dawn,Elysium,1.17,very_low,0,0.14,0
Dawn-Fenix,439,0.04445,False,Dawn,Fenix,4.44,very_low,0,0.5328,0
Elysium-Fenix,439,0.0603,False,Elysium,Fenix,6.03,low,0,0.7227,0
Aegis-Boreas,440,0.01277,False,Aegis,Boreas,1.28,very_low,0,0.1531,0
Aegis-Dawn,440,0.0655,False,Aegis,Dawn,6.55,low,0,0.7851,0
Aegis-Elysium,440,0.03524,False,Aegis,Elysium,3.52,very_low,0,0.4224,0
Boreas-Dawn,440,0.14366,False,Boreas,Dawn,14.37,medium,0,1.7219,0
Boreas-Elysium,440,0.08224,False,Boreas,Elysium,8.22,low,0,0.9857,0
Boreas-Fenix,440,0.15298,False,Boreas,Fenix,15.3,medium,0,1.8336,0
Caelum-Dawn,440,0.0834330688935281,True,Caelum,Dawn,8.34,low,0,1.0,1
Caelum-Elysium,440,0.016,False,Caelum,Elysium,1.6,very_low,0,0.1918,0
Caelum-Fenix,440,0.08499,False,Caelum,Fenix,8.5,low,0,1.0187,0
Dawn-Elysium,440,0.25454,False,Dawn,Elysium,25.45,high,1,3.0508,0
Dawn-Fenix,440,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,440,0.07892,False,Elysium,Fenix,7.89,low,0,0.9459,0
Aegis-Boreas,441,0.02165,True,Aegis,Boreas,2.16,very_low,0,0.2595,1
Aegis-Dawn,441,0.09969,False,Aegis,Dawn,9.97,low,0,1.1948,0
Aegis-Elysium,441,0.0872,False,Aegis,Elysium,8.72,low,0,1.0451,0
Boreas-Dawn,441,0.07548,False,Boreas,Dawn,7.55,low,0,0.9047,0
Boreas-Elysium,441,0.20249,False,Boreas,Elysium,20.25,high,1,2.427,0
Boreas-Fenix,441,0.06083,False,Boreas,Fenix,6.08,low,0,0.7291,0
Caelum-Dawn,441,0.15301,True,Caelum,Dawn,15.3,medium,0,1.8339,1
Caelum-Elysium,441,0.00245,False,Caelum,Elysium,0.24,very_low,0,0.0294,0
Caelum-Fenix,441,0.09098,False,Caelum,Fenix,9.1,low,0,1.0905,0
Dawn-Elysium,441,0.11437,True,Dawn,Elysium,11.44,medium,0,1.3708,1
Dawn-Fenix,441,0.073,False,Dawn,Fenix,7.3,low,0,0.875,0
Elysium-Fenix,441,0.01887,False,Elysium,Fenix,1.89,very_low,0,0.2262,0
Aegis-Boreas,442,0.13998,False,Aegis,Boreas,14.0,medium,0,1.6778,0
Aegis-Dawn,442,0.13913,False,Aegis,Dawn,13.91,medium,0,1.6676,0
Aegis-Elysium,442,0.03718,False,Aegis,Elysium,3.72,very_low,0,0.4456,0
Boreas-Dawn,442,0.04274,False,Boreas,Dawn,4.27,very_low,0,0.5123,0
Boreas-Elysium,442,0.11759,False,Boreas,Elysium,11.76,medium,0,1.4094,0
Boreas-Fenix,442,0.14832,True,Boreas,Fenix,14.83,medium,0,1.7777,1
Caelum-Dawn,442,0.17674,False,Caelum,Dawn,17.67,medium,0,2.1183,0
Caelum-Elysium,442,0.00639,False,Caelum,Elysium,0.64,very_low,0,0.0766,0
Caelum-Fenix,442,0.03364,False,Caelum,Fenix,3.36,very_low,0,0.4032,0
Dawn-Elysium,442,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
Dawn-Fenix,442,0.0067,False,Dawn,Fenix,0.67,very_low,0,0.0803,0
Elysium-Fenix,442,0.04678,False,Elysium,Fenix,4.68,very_low,0,0.5607,0
Aegis-Boreas,443,0.01546,False,Aegis,Boreas,1.55,very_low,0,0.1853,0
Aegis-Dawn,443,0.03196,False,Aegis,Dawn,3.2,very_low,0,0.3831,0
Aegis-Elysium,443,0.15266,False,Aegis,Elysium,15.27,medium,0,1.8297,0
Boreas-Dawn,443,0.04709,False,Boreas,Dawn,4.71,very_low,0,0.5644,0
Boreas-Elysium,443,0.0783,False,Boreas,Elysium,7.83,low,0,0.9385,0
Boreas-Fenix,443,0.03544,False,Boreas,Fenix,3.54,very_low,0,0.4248,0
Caelum-Dawn,443,0.13372,False,Caelum,Dawn,13.37,medium,0,1.6027,0
Caelum-Elysium,443,0.01788,False,Caelum,Elysium,1.79,very_low,0,0.2143,0
Caelum-Fenix,443,0.0834330688935281,False,Caelum,Fenix,8.34,low,0,1.0,0
Dawn-Elysium,443,0.04172,False,Dawn,Elysium,4.17,very_low,0,0.5,0
Dawn-Fenix,443,0.00773,False,Dawn,Fenix,0.77,very_low,0,0.0926,0
Elysium-Fenix,443,0.36642,False,Elysium,Fenix,36.64,very_high,1,4.3918,0
Aegis-Boreas,444,0.07763,False,Aegis,Boreas,7.76,low,0,0.9304,0
Aegis-Dawn,444,0.0834330688935281,False,Aegis,Dawn,8.34,low,0,1.0,0
Aegis-Elysium,444,0.13725,False,Aegis,Elysium,13.73,medium,0,1.645,0
Boreas-Dawn,444,0.20365,False,Boreas,Dawn,20.36,high,1,2.4409,0
Boreas-Elysium,444,0.04883,False,Boreas,Elysium,4.88,very_low,0,0.5853,0
Boreas-Fenix,444,0.05218,False,Boreas,Fenix,5.22,low,0,0.6254,0
Caelum-Dawn,444,0.21095,False,Caelum,Dawn,21.1,high,1,2.5284,0
Caelum-Elysium,444,0.11979,False,Caelum,Elysium,11.98,medium,0,1.4358,0
Caelum-Fenix,444,0.0019,False,Caelum,Fenix,0.19,very_low,0,0.0228,0
Dawn-Elysium,444,0.02774,False,Dawn,Elysium,2.77,very_low,0,0.3325,0
Dawn-Fenix,444,0.05047,False,Dawn,Fenix,5.05,low,0,0.6049,0
Elysium-Fenix,444,0.01968,False,Elysium,Fenix,1.97,very_low,0,0.2359,0
Aegis-Boreas,445,0.06245,False,Aegis,Boreas,6.24,low,0,0.7485,0
Aegis-Dawn,445,0.01917,False,Aegis,Dawn,1.92,very_low,0,0.2298,0
Aegis-Elysium,445,0.44736,False,Aegis,Elysium,44.74,very_high,1,5.3619,0
Boreas-Dawn,445,0.04914,False,Boreas,Dawn,4.91,very_low,0,0.589,0
Boreas-Elysium,445,0.01765,False,Boreas,Elysium,1.76,very_low,0,0.2115,0
Boreas-Fenix,445,0.00331,False,Boreas,Fenix,0.33,very_low,0,0.0397,0
Caelum-Dawn,445,0.00987,False,Caelum,Dawn,0.99,very_low,0,0.1183,0
Caelum-Elysium,445,0.19746,False,Caelum,Elysium,19.75,medium,0,2.3667,0
Caelum-Fenix,445,0.1048,False,Caelum,Fenix,10.48,medium,0,1.2561,0
Dawn-Elysium,445,0.03083,False,Dawn,Elysium,3.08,very_low,0,0.3695,0
Dawn-Fenix,445,0.01049,False,Dawn,Fenix,1.05,very_low,0,0.1257,0
Elysium-Fenix,445,0.04746,False,Elysium,Fenix,4.75,very_low,0,0.5688,0
Aegis-Boreas,446,0.01058,False,Aegis,Boreas,1.06,very_low,0,0.1268,0
Aegis-Dawn,446,0.21936,False,Aegis,Dawn,21.94,high,1,2.6292,0
Aegis-Elysium,446,0.08686,False,Aegis,Elysium,8.69,low,0,1.0411,0
Boreas-Dawn,446,0.2049,False,Boreas,Dawn,20.49,high,1,2.4559,0
Boreas-Elysium,446,0.18101,False,Boreas,Elysium,18.1,medium,0,2.1695,0
Boreas-Fenix,446,0.03194,False,Boreas,Fenix,3.19,very_low,0,0.3828,0
Caelum-Dawn,446,0.00759,False,Caelum,Dawn,0.76,very_low,0,0.091,0
Caelum-Elysium,446,0.03297,False,Caelum,Elysium,3.3,very_low,0,0.3952,0
Caelum-Fenix,446,0.16172,False,Caelum,Fenix,16.17,medium,0,1.9383,0
Dawn-Elysium,446,0.01999,False,Dawn,Elysium,2.0,very_low,0,0.2396,0
Dawn-Fenix,446,0.00891,False,Dawn,Fenix,0.89,very_low,0,0.1068,0
Elysium-Fenix,446,0.03416,False,Elysium,Fenix,3.42,very_low,0,0.4094,0
Aegis-Boreas,447,0.28248,False,Aegis,Boreas,28.25,high,1,3.3857,0
Aegis-Dawn,447,0.13121,False,Aegis,Dawn,13.12,medium,0,1.5726,0
Aegis-Elysium,447,0.03295,False,Aegis,Elysium,3.3,very_low,0,0.3949,0
Boreas-Dawn,447,0.16867,False,Boreas,Dawn,16.87,medium,0,2.0216,0
Boreas-Elysium,447,0.01499,False,Boreas,Elysium,1.5,very_low,0,0.1797,0
Boreas-Fenix,447,0.13799,True,Boreas,Fenix,13.8,medium,0,1.6539,1
Caelum-Dawn,447,0.05876,False,Caelum,Dawn,5.88,low,0,0.7043,0
Caelum-Elysium,447,0.01475,False,Caelum,Elysium,1.48,very_low,0,0.1768,0
Caelum-Fenix,447,0.01508,False,Caelum,Fenix,1.51,very_low,0,0.1807,0
Dawn-Elysium,447,0.03121,False,Dawn,Elysium,3.12,very_low,0,0.3741,0
Dawn-Fenix,447,0.01968,False,Dawn,Fenix,1.97,very_low,0,0.2359,0
Elysium-Fenix,447,0.09222,False,Elysium,Fenix,9.22,low,0,1.1053,0
Aegis-Boreas,448,0.30619,False,Aegis,Boreas,30.62,high,1,3.6699,0
Aegis-Dawn,448,0.0834330688935281,False,Aegis,Dawn,8.34,low,0,1.0,0
Aegis-Elysium,448,0.02478,False,Aegis,Elysium,2.48,very_low,0,0.297,0
Boreas-Dawn,448,0.05354,False,Boreas,Dawn,5.35,low,0,0.6417,0
Boreas-Elysium,448,0.02558,False,Boreas,Elysium,2.56,very_low,0,0.3066,0
Boreas-Fenix,448,0.03575,False,Boreas,Fenix,3.58,very_low,0,0.4285,0
Caelum-Dawn,448,0.12909,False,Caelum,Dawn,12.91,medium,0,1.5472,0
Caelum-Elysium,448,0.03084,False,Caelum,Elysium,3.08,very_low,0,0.3696,0
Caelum-Fenix,448,0.07942,False,Caelum,Fenix,7.94,low,0,0.9519,0
Dawn-Elysium,448,0.18999,False,Dawn,Elysium,19.0,medium,0,2.2772,0
Dawn-Fenix,448,0.01581,False,Dawn,Fenix,1.58,very_low,0,0.1895,0
Elysium-Fenix,448,0.07067,False,Elysium,Fenix,7.07,low,0,0.847,0
Aegis-Boreas,449,0.12581,False,Aegis,Boreas,12.58,medium,0,1.5079,0
Aegis-Dawn,449,0.0246,False,Aegis,Dawn,2.46,very_low,0,0.2948,0
Aegis-Elysium,449,0.12176,True,Aegis,Elysium,12.18,medium,0,1.4594,1
Boreas-Dawn,449,0.01285,False,Boreas,Dawn,1.28,very_low,0,0.154,0
Boreas-Elysium,449,0.02135,False,Boreas,Elysium,2.14,very_low,0,0.2559,0
Boreas-Fenix,449,0.03419,False,Boreas,Fenix,3.42,very_low,0,0.4098,0
Caelum-Dawn,449,0.07416,False,Caelum,Dawn,7.42,low,0,0.8889,0
Caelum-Elysium,449,0.37592,False,Caelum,Elysium,37.59,very_high,1,4.5056,0
Caelum-Fenix,449,0.11005,False,Caelum,Fenix,11.0,medium,0,1.319,0
Dawn-Elysium,449,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
Dawn-Fenix,449,0.05016,False,Dawn,Fenix,5.02,low,0,0.6012,0
Elysium-Fenix,449,0.03892,False,Elysium,Fenix,3.89,very_low,0,0.4665,0
Aegis-Boreas,450,0.02411,False,Aegis,Boreas,2.41,very_low,0,0.289,0
Aegis-Dawn,450,0.03304,False,Aegis,Dawn,3.3,very_low,0,0.396,0
Aegis-Elysium,450,0.07505,False,Aegis,Elysium,7.51,low,0,0.8995,0
Boreas-Dawn,450,0.14392,False,Boreas,Dawn,14.39,medium,0,1.725,0
Boreas-Elysium,450,0.01719,False,Boreas,Elysium,1.72,very_low,0,0.206,0
Boreas-Fenix,450,0.08751,False,Boreas,Fenix,8.75,low,0,1.0489,0
Caelum-Dawn,450,0.17303,False,Caelum,Dawn,17.3,medium,0,2.0739,0
Caelum-Elysium,450,0.12545,False,Caelum,Elysium,12.54,medium,0,1.5036,0
Caelum-Fenix,450,0.0511,False,Caelum,Fenix,5.11,low,0,0.6125,0
Dawn-Elysium,450,0.11283,False,Dawn,Elysium,11.28,medium,0,1.3523,0
Dawn-Fenix,450,0.10839,False,Dawn,Fenix,10.84,medium,0,1.2991,0
Elysium-Fenix,450,0.04839,False,Elysium,Fenix,4.84,very_low,0,0.58,0
Aegis-Boreas,451,0.08985,False,Aegis,Boreas,8.98,low,0,1.0769,0
Aegis-Dawn,451,0.08308,False,Aegis,Dawn,8.31,low,0,0.9958,0
Aegis-Elysium,451,0.0834330688935281,False,Aegis,Elysium,8.34,low,0,1.0,0
Boreas-Dawn,451,0.03011,False,Boreas,Dawn,3.01,very_low,0,0.3609,0
Boreas-Elysium,451,0.0612,False,Boreas,Elysium,6.12,low,0,0.7335,0
Boreas-Fenix,451,0.0718,False,Boreas,Fenix,7.18,low,0,0.8606,0
Caelum-Dawn,451,0.31849,False,Caelum,Dawn,31.85,high,1,3.8173,0
Caelum-Elysium,451,0.05057,False,Caelum,Elysium,5.06,low,0,0.6061,0
Caelum-Fenix,451,0.07706,False,Caelum,Fenix,7.71,low,0,0.9236,0
Dawn-Elysium,451,0.00359,False,Dawn,Elysium,0.36,very_low,0,0.043,0
Dawn-Fenix,451,0.02047,False,Dawn,Fenix,2.05,very_low,0,0.2453,0
Elysium-Fenix,451,0.08772,False,Elysium,Fenix,8.77,low,0,1.0514,0
Aegis-Boreas,452,0.03546,False,Aegis,Boreas,3.55,very_low,0,0.425,0
Aegis-Dawn,452,0.12088,False,Aegis,Dawn,12.09,medium,0,1.4488,0
Aegis-Elysium,452,0.17337,False,Aegis,Elysium,17.34,medium,0,2.078,0
Boreas-Dawn,452,0.16533,False,Boreas,Dawn,16.53,medium,0,1.9816,0
Boreas-Elysium,452,0.04336,True,Boreas,Elysium,4.34,very_low,0,0.5197,1
Boreas-Fenix,452,0.16155,True,Boreas,Fenix,16.16,medium,0,1.9363,1
Caelum-Dawn,452,0.03063,False,Caelum,Dawn,3.06,very_low,0,0.3671,0
Caelum-Elysium,452,0.06183,False,Caelum,Elysium,6.18,low,0,0.7411,0
Caelum-Fenix,452,0.02171,False,Caelum,Fenix,2.17,very_low,0,0.2602,0
Dawn-Elysium,452,0.0834330688935281,False,Dawn,Elysium,8.34,low,0,1.0,0
Dawn-Fenix,452,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,452,0.03593,False,Elysium,Fenix,3.59,very_low,0,0.4306,0
Aegis-Boreas,453,0.01136,False,Aegis,Boreas,1.14,very_low,0,0.1362,0
Aegis-Dawn,453,0.07989,False,Aegis,Dawn,7.99,low,0,0.9575,0
Aegis-Elysium,453,0.03322,True,Aegis,Elysium,3.32,very_low,0,0.3982,1
Boreas-Dawn,453,0.0117,False,Boreas,Dawn,1.17,very_low,0,0.1402,0
Boreas-Elysium,453,0.05059,False,Boreas,Elysium,5.06,low,0,0.6064,0
Boreas-Fenix,453,0.09329,False,Boreas,Fenix,9.33,low,0,1.1181,0
Caelum-Dawn,453,0.0004,False,Caelum,Dawn,0.04,very_low,0,0.0048,0
Caelum-Elysium,453,0.03513,False,Caelum,Elysium,3.51,very_low,0,0.4211,0
Caelum-Fenix,453,0.20514,False,Caelum,Fenix,20.51,high,1,2.4587,0
Dawn-Elysium,453,0.19519,False,Dawn,Elysium,19.52,medium,0,2.3395,0
Dawn-Fenix,453,0.06802,False,Dawn,Fenix,6.8,low,0,0.8153,0
Elysium-Fenix,453,0.21607,False,Elysium,Fenix,21.61,high,1,2.5897,0
Aegis-Boreas,454,0.0834330688935281,False,Aegis,Boreas,8.34,low,0,1.0,0
Aegis-Dawn,454,0.07921,False,Aegis,Dawn,7.92,low,0,0.9494,0
Aegis-Elysium,454,0.03625,False,Aegis,Elysium,3.62,very_low,0,0.4345,0
Boreas-Dawn,454,0.02947,False,Boreas,Dawn,2.95,very_low,0,0.3532,0
Boreas-Elysium,454,0.14656,False,Boreas,Elysium,14.66,medium,0,1.7566,0
Boreas-Fenix,454,0.1226,False,Boreas,Fenix,12.26,medium,0,1.4694,0
Caelum-Dawn,454,0.18909,True,Caelum,Dawn,18.91,medium,0,2.2664,1
Caelum-Elysium,454,0.00016,False,Caelum,Elysium,0.02,very_low,0,0.0019,0
Caelum-Fenix,454,0.00912,False,Caelum,Fenix,0.91,very_low,0,0.1093,0
Dawn-Elysium,454,0.09311,False,Dawn,Elysium,9.31,low,0,1.116,0
Dawn-Fenix,454,0.0168,False,Dawn,Fenix,1.68,very_low,0,0.2014,0
Elysium-Fenix,454,0.16262,False,Elysium,Fenix,16.26,medium,0,1.9491,0
Aegis-Boreas,455,0.15835,False,Aegis,Boreas,15.84,medium,0,1.8979,0
Aegis-Dawn,455,0.31333,False,Aegis,Dawn,31.33,high,1,3.7555,0
Aegis-Elysium,455,0.01103,False,Aegis,Elysium,1.1,very_low,0,0.1322,0
Boreas-Dawn,455,0.03448,False,Boreas,Dawn,3.45,very_low,0,0.4133,0
Boreas-Elysium,455,0.00616,False,Boreas,Elysium,0.62,very_low,0,0.0738,0
Boreas-Fenix,455,0.16156,False,Boreas,Fenix,16.16,medium,0,1.9364,0
Caelum-Dawn,455,0.01074,False,Caelum,Dawn,1.07,very_low,0,0.1287,0
Caelum-Elysium,455,0.04619,False,Caelum,Elysium,4.62,very_low,0,0.5536,0
Caelum-Fenix,455,0.08222,False,Caelum,Fenix,8.22,low,0,0.9855,0
Dawn-Elysium,455,0.09654,False,Dawn,Elysium,9.65,low,0,1.1571,0
Dawn-Fenix,455,0.0834330688935281,False,Dawn,Fenix,8.34,low,0,1.0,0
Elysium-Fenix,455,0.06088,False,Elysium,Fenix,6.09,low,0,0.7297,0
Aegis-Boreas,456,0.03721,False,Aegis,Boreas,3.72,very_low,0,0.446,0
Aegis-Dawn,456,0.25026,False,Aegis,Dawn,25.03,high,1,2.9995,0
Aegis-Elysium,456,0.03344,False,Aegis,Elysium,3.34,very_low,0,0.4008,0
