link_id,tick,load_units,load_ratio,status,observed_latency_ms
Boreas-Dawn,303,67.8,0.3356,ok,104948.783
Aegis-Boreas,351,76.4,0.3672,ok,96289.67
Caelum-Elysium,372,17.3,0.209,ok,148696.281
Caelum-Fenix,437,73.2,0.5766,ok,372230.783
Aegis-Dawn,217,24.4,0.2486,ok,147509.238
Caelum-Elysium,87,20.8,0.2506,ok,158145.357
Aegis-Elysium,12,34.8,0.1724,ok,166509.717
Elysium-Fenix,169,31.9,0.2101,ok,196398.425
Boreas-Elysium,312,28.1,0.1372,ok,102977.283
Boreas-Fenix,334,94.9,0.5614,ok,424612.429
Elysium-Fenix,370,12.7,0.0837,ok,166454.566
Dawn-Fenix,483,40.6,0.2584,ok,90210.533
Caelum-Elysium,235,8.2,0.0988,ok,133181.657
Boreas-Elysium,84,94.9,0.4628,ok,212908.615
Caelum-Fenix,306,15.9,0.1249,ok,116119.586
Dawn-Elysium,416,42.379999999999995,0.2887,ok,135249.579
Elysium-Fenix,188,71.6,0.4713,ok,368872.922
Caelum-Elysium,264,38.1,0.4591,ok,271146.767
Dawn-Fenix,469,86.7,0.5521,ok,216856.722
Elysium-Fenix,469,21.4,0.141,ok,174475.429
Dawn-Elysium,441,11.5,0.1674,ok,110322.618
Aegis-Boreas,399,110.8,0.5325,ok,167116.625
Dawn-Fenix,228,94.9,0.6044,ok,267954.312
Dawn-Fenix,471,81.9,0.5214,ok,189826.642
Aegis-Dawn,58,48.3,0.4932,ok,286015.192
Elysium-Fenix,98,20.8,0.1371,ok,173929.021
Caelum-Fenix,402,15.4,0.1211,ok,117219.702
Caelum-Elysium,168,12.3,0.1484,ok,136067.134
Aegis-Boreas,208,104.2,0.501,ok,150959.55
Aegis-Elysium,396,24.2,0.12,ok,158843.932
Caelum-Elysium,162,21.6,0.2605,ok,161830.423
Boreas-Fenix,329,78.1,0.4619,ok,289801.449
Dawn-Elysium,376,12.4,0.1801,ok,116052.802
Caelum-Fenix,204,39.3,0.3091,ok,157594.922
Boreas-Dawn,443,61.14,0.399,ok,122321.194
Dawn-Fenix,356,31.0,0.1975,ok,82796.855
Caelum-Dawn,1,65.7,0.7141,ok,708923.473
Caelum-Dawn,167,16.7,0.1819,ok,129353.039
Aegis-Elysium,264,51.1,0.2532,ok,188554.629
Boreas-Dawn,220,81.1,0.4015,ok,126858.328
Caelum-Elysium,71,20.2,0.2434,ok,157539.837
Caelum-Elysium,133,15.7,0.1889,ok,384929.984
Boreas-Fenix,490,1.1,0.0063,ok,131565.516
Boreas-Dawn,378,47.7,0.2361,ok,83893.035
Caelum-Elysium,473,11.6,0.1403,ok,134750.447
Caelum-Elysium,22,14.5,0.1746,ok,141620.633
Caelum-Elysium,21,25.8,0.3111,ok,175760.304
Caelum-Elysium,194,12.2,0.147,ok,135584.627
Dawn-Fenix,261,14.6,0.0929,ok,72050.528
Caelum-Elysium,105,20.6,0.248,ok,159675.274
Aegis-Dawn,128,71.9,0.7333,ok,831020.067
Caelum-Dawn,193,21.2,0.2301,ok,137284.198
Dawn-Fenix,213,68.4,0.4357,ok,146533.12
Aegis-Boreas,131,75.2,0.3617,ok,96508.722
Caelum-Fenix,52,18.9,0.1487,ok,123288.887
Caelum-Dawn,68,15.2,0.1654,ok,122771.003
Dawn-Elysium,153,45.0,0.6521,ok,474653.626
Caelum-Elysium,192,13.3,0.16,ok,136345.616
Boreas-Fenix,352,49.0,0.2898,ok,181521.726
Aegis-Dawn,362,47.5,0.4851,ok,277764.243
Boreas-Dawn,214,27.6,0.1368,ok,72488.886
Aegis-Elysium,30,98.7,0.4886,ok,367478.468
Caelum-Dawn,428,32.0,0.3484,ok,173789.723
Elysium-Fenix,459,12.5,0.0824,ok,163384.0
Boreas-Elysium,297,50.9,0.2485,ok,120831.932
Elysium-Fenix,19,45.1,0.2966,ok,221060.29
Boreas-Fenix,57,63.2,0.3742,ok,599155.958
Aegis-Boreas,373,70.5,0.3389,ok,91060.36
Boreas-Elysium,463,39.1,0.191,ok,112654.908
Aegis-Boreas,356,47.5,0.2283,ok,71926.002
Aegis-Dawn,349,66.6,0.6793,ok,626603.255
Caelum-Dawn,350,68.7,0.7466,ok,850527.683
Dawn-Elysium,480,18.5,0.2684,ok,129280.285
Elysium-Fenix,249,13.1,0.086,ok,170691.664
Caelum-Dawn,477,32.2,0.3503,ok,176144.737
Caelum-Fenix,290,19.0,0.1493,ok,121397.201
Boreas-Elysium,218,27.0,0.1317,ok,99294.915
Boreas-Dawn,421,52.5,0.2598,ok,91097.8
Aegis-Dawn,326,39.4,0.4018,ok,214763.333
Elysium-Fenix,429,69.6,0.4576,ok,352814.341
Boreas-Fenix,294,30.4,0.18,ok,156740.414
Aegis-Boreas,99,114.1,0.5487,ok,178599.807
Caelum-Fenix,415,60.8,0.4788,ok,455314.642
Caelum-Elysium,429,3.4,0.041,ok,129733.946
Caelum-Dawn,21,7.5,0.0816,ok,117397.893
Boreas-Elysium,485,62.2,0.3034,ok,133044.363
Elysium-Fenix,71,38.1,0.2503,ok,211319.193
Dawn-Fenix,314,60.2,0.3836,ok,119848.652
Caelum-Dawn,373,11.2,0.1219,ok,117466.774
Boreas-Fenix,482,44.1,0.2608,ok,171456.653
Caelum-Dawn,44,10.2,0.1109,ok,118072.176
Boreas-Dawn,455,144.5,0.7155,ok,438893.683
Dawn-Elysium,322,20.2,0.2931,ok,140173.053
Boreas-Dawn,447,44.0,0.2179,ok,83996.393
Boreas-Fenix,264,37.6,0.2224,ok,153985.21
Boreas-Elysium,352,19.3,0.0942,ok,101202.525
Boreas-Elysium,450,52.3,0.2553,ok,123249.837
Aegis-Dawn,492,77.1,0.7867,ok,1143690.398
Caelum-Dawn,205,15.3,0.1663,ok,123851.767
Aegis-Elysium,175,10.459999999999999,0.0842,ok,156956.215
Boreas-Fenix,216,85.4,0.5052,ok,343316.956
Boreas-Elysium,313,74.4,0.3628,ok,157795.542
Aegis-Boreas,435,20.7,0.0993,ok,61432.908
Aegis-Dawn,463,5.5600000000000005,0.0351,ok,117375.07
Aegis-Elysium,313,143.7,0.7113,ok,963303.246
Aegis-Boreas,497,85.8,0.4126,ok,113877.895
Boreas-Elysium,131,40.6,0.198,ok,112000.663
Aegis-Elysium,261,136.3,0.6745,ok,793232.52
Boreas-Fenix,245,127.7,0.7555,ok,1081282.088
Elysium-Fenix,272,59.0,0.3884,ok,281090.759
Boreas-Elysium,64,81.3,0.3964,ok,172943.724
Caelum-Dawn,250,24.6,0.267,ok,143886.349
Caelum-Fenix,201,35.9,0.2824,ok,149709.435
Boreas-Elysium,254,86.3,0.4209,ok,185821.127
Caelum-Elysium,358,16.6,0.2001,ok,136791.66
Boreas-Elysium,92,99.2,0.4839,ok,228074.193
Caelum-Fenix,216,59.8,0.4706,ok,250904.767
Elysium-Fenix,378,69.1,0.4544,ok,351131.272
Caelum-Dawn,191,62.5,0.6791,ok,590524.944
Aegis-Elysium,307,21.4,0.1061,ok,159740.494
Boreas-Elysium,301,55.7,0.2718,ok,128174.961
Boreas-Fenix,333,49.7,0.2943,ok,182671.603
Aegis-Elysium,38,30.8,0.1526,ok,173334.868
Boreas-Elysium,299,115.8,0.5647,ok,312865.589
Dawn-Elysium,384,48.58,0.481,ok,238487.849
Caelum-Elysium,435,30.2,0.3639,ok,206308.26
Caelum-Elysium,261,31.7,0.3821,ok,216445.913
Dawn-Elysium,426,17.6,0.2556,ok,129411.924
Aegis-Elysium,382,80.8,0.4002,ok,277637.34
Boreas-Dawn,453,87.4,0.4326,ok,137421.687
Boreas-Elysium,457,124.3,0.6063,ok,371085.33
Boreas-Fenix,63,27.7,0.164,ok,149301.714
Boreas-Elysium,238,82.2,0.4009,ok,172247.857
Aegis-Elysium,115,72.8,0.3602,ok,247992.865
Elysium-Fenix,445,55.1,0.3628,ok,270001.655
Caelum-Fenix,417,87.4,0.6881,ok,623798.853
Boreas-Fenix,240,60.379999999999995,0.4069,ok,248971.373
Aegis-Boreas,81,74.7,0.3591,ok,96553.158
Caelum-Dawn,28,56.3,0.6123,ok,436673.928
Aegis-Elysium,378,52.0,0.2574,ok,194035.141
Dawn-Fenix,231,64.8,0.4127,ok,131122.491
Aegis-Dawn,411,26.9,0.2741,ok,157280.372
Caelum-Fenix,26,12.1,0.0953,ok,111489.042
Elysium-Fenix,241,16.4,0.1081,ok,172687.022
Caelum-Dawn,98,4.8,0.0522,ok,112095.178
Caelum-Elysium,45,27.5,0.3314,ok,189786.829
Boreas-Fenix,178,43.0,0.2545,ok,170201.923
Elysium-Fenix,371,32.0,0.2105,ok,189893.018
Boreas-Fenix,254,37.7,0.2231,ok,155937.79
Caelum-Elysium,191,41.4,0.4983,ok,315459.745
Aegis-Boreas,387,106.1,0.5103,ok,155183.255
Boreas-Dawn,499,61.8,0.3059,ok,98812.039
Dawn-Elysium,129,12.2,0.1763,ok,111872.396
Dawn-Fenix,181,127.0,0.8086,ok,797248.397
Dawn-Fenix,242,9.1,0.0578,ok,70691.138
Caelum-Fenix,210,26.0,0.2049,ok,129093.864
Boreas-Dawn,176,69.1,0.3421,ok,102967.074
Aegis-Elysium,173,28.3,0.1399,ok,160544.837
Caelum-Elysium,346,34.2,0.4118,ok,239410.593
Caelum-Elysium,149,27.9,0.3365,ok,193318.413
Elysium-Fenix,330,28.4,0.1871,ok,183279.504
Caelum-Dawn,91,32.8,0.3568,ok,179863.389
Boreas-Elysium,89,36.8,0.1796,ok,106673.826
Elysium-Fenix,439,23.4,0.154,ok,186256.56
Dawn-Fenix,206,64.8,0.413,ok,131578.667
Boreas-Elysium,490,66.2,0.3228,ok,144830.585
Aegis-Elysium,406,103.3,0.5113,ok,406000.737
Aegis-Boreas,329,21.5,0.1033,ok,60120.9
Boreas-Dawn,193,50.2,0.2486,ok,86786.397
Caelum-Elysium,385,16.3,0.1962,ok,145785.696
Boreas-Elysium,157,45.0,0.2196,ok,117321.889
Boreas-Elysium,328,41.1,0.2005,ok,111826.498
Boreas-Dawn,250,16.3,0.0807,ok,68589.113
Aegis-Boreas,268,10.9,0.0524,ok,59662.921
Dawn-Fenix,293,30.7,0.1957,ok,79470.299
Boreas-Elysium,135,14.6,0.0712,ok,97525.631
Dawn-Fenix,1,29.759999999999998,0.1786,ok,81457.368
Aegis-Dawn,442,39.0,0.3975,ok,209221.449
Caelum-Elysium,417,28.2,0.3397,ok,190094.764
Boreas-Elysium,122,86.2,0.4205,ok,188709.838
Caelum-Fenix,425,10.2,0.0807,ok,113075.723
Boreas-Elysium,8,81.0,0.395,ok,173948.826
Boreas-Dawn,415,61.9,0.3063,ok,95494.972
Boreas-Dawn,145,26.1,0.129,ok,72524.46
Dawn-Elysium,115,4.4,0.0635,ok,101128.761
Dawn-Elysium,465,26.8,0.3884,ok,177390.139
Dawn-Fenix,262,63.6,0.405,ok,127221.007
Dawn-Elysium,367,4.6,0.0671,ok,107810.053
Caelum-Fenix,398,35.17999999999999,0.2815,ok,146869.74
Dawn-Elysium,337,18.4,0.2661,ok,129737.426
Aegis-Boreas,232,120.1,0.5776,ok,203618.466
Aegis-Dawn,252,19.3,0.1969,ok,137645.456
Dawn-Fenix,376,90.3,0.575,ok,233752.256
Aegis-Elysium,199,53.9,0.2668,ok,202701.995
Boreas-Fenix,386,37.3,0.2207,ok,162190.011
Aegis-Dawn,383,12.1,0.1231,ok,122355.96
Caelum-Fenix,485,15.4,0.1209,ok,112111.303
Boreas-Fenix,168,32.7,0.1937,ok,146516.242
Caelum-Dawn,61,26.0,0.2821,ok,149829.771
Aegis-Boreas,122,48.0,0.2307,ok,70664.203
Aegis-Dawn,172,52.3,0.5339,ok,334017.442
Aegis-Boreas,4,14.4,0.0692,ok,61680.208
Caelum-Fenix,360,43.2,0.3401,ok,81098.925
Aegis-Boreas,487,22.4,0.1076,ok,63737.239
Aegis-Boreas,6,66.3,0.3188,ok,85909.898
Aegis-Dawn,460,4.9,0.0503,ok,122100.698
Boreas-Fenix,213,75.8,0.4483,ok,280300.608
Dawn-Elysium,21,18.2,0.2637,ok,129979.234
Aegis-Elysium,113,136.8,0.6772,ok,810278.498
Boreas-Fenix,208,50.82000000000001,0.2951,ok,182033.079
Aegis-Boreas,250,162.7,0.7824,ok,565351.806
Dawn-Fenix,214,6.0,0.038,ok,69816.305
Aegis-Elysium,218,66.9,0.3311,ok,237045.163
Boreas-Fenix,499,52.5,0.3109,ok,189605.502
Caelum-Elysium,408,28.8,0.3467,ok,195163.603
Boreas-Fenix,11,59.0,0.3488,ok,212571.73
Caelum-Elysium,178,12.0,0.1443,ok,134834.872
Caelum-Elysium,75,6.6,0.0793,ok,127906.908
Boreas-Fenix,181,66.3,0.3921,ok,233948.783
Boreas-Dawn,177,34.5,0.1707,ok,76119.289
Elysium-Fenix,284,60.9,0.401,ok,296127.546
Boreas-Elysium,438,77.2,0.3764,ok,165136.312
Boreas-Fenix,330,82.2,0.4863,ok,317821.136
Dawn-Fenix,267,54.0,0.3439,ok,111154.43
Aegis-Elysium,376,66.0,0.3267,ok,411581.344
Caelum-Elysium,104,29.5,0.3557,ok,205293.638
Caelum-Elysium,488,18.0,0.2167,ok,335133.178
Elysium-Fenix,80,119.9,0.7886,ok,1620848.536
Boreas-Elysium,476,107.2,0.5231,ok,263162.619
Boreas-Elysium,69,96.2,0.4692,ok,217816.803
Caelum-Elysium,175,10.0,0.1204,ok,135593.355
Boreas-Dawn,343,33.8,0.1675,ok,75976.014
Boreas-Fenix,362,70.9,0.4193,ok,260639.939
Elysium-Fenix,88,27.7,0.182,ok,183839.429
Boreas-Fenix,86,89.3,0.5283,ok,373413.602
Caelum-Fenix,190,56.0,0.441,ok,228996.428
Dawn-Elysium,433,29.4,0.4264,ok,198668.489
Boreas-Dawn,63,50.3,0.2489,ok,86862.141
Caelum-Fenix,396,14.6,0.1151,ok,120000.075
Boreas-Elysium,264,44.4,0.2168,ok,116281.097
Aegis-Elysium,227,80.1,0.3963,ok,272286.306
Dawn-Fenix,411,20.2,0.1284,ok,74227.988
Aegis-Boreas,240,32.9,0.1582,ok,65847.579
Aegis-Boreas,69,87.2,0.4194,ok,112777.127
Boreas-Dawn,175,11.6,0.0575,ok,70131.463
Caelum-Dawn,430,14.8,0.1606,ok,122221.385
Caelum-Elysium,260,39.7,0.4779,ok,295013.773
Dawn-Elysium,343,4.5,0.0649,ok,105636.25
Aegis-Boreas,130,94.0,0.4521,ok,127962.102
Aegis-Elysium,359,76.0,0.3761,ok,256463.859
Boreas-Elysium,70,47.5,0.2316,ok,119659.898
Dawn-Fenix,412,51.0,0.3251,ok,104656.797
Dawn-Fenix,372,24.6,0.1568,ok,77550.939
Boreas-Elysium,173,31.6,0.1543,ok,100707.336
Dawn-Elysium,288,18.7,0.2707,ok,135566.232
Caelum-Dawn,224,40.9,0.4444,ok,233121.617
Dawn-Fenix,195,80.2,0.5111,ok,182089.624
Caelum-Dawn,497,34.2,0.3712,ok,183107.999
Dawn-Fenix,351,9.9,0.0629,ok,70898.879
Boreas-Fenix,425,44.3,0.2621,ok,173683.185
Aegis-Dawn,459,35.8,0.3657,ok,194351.637
Boreas-Dawn,221,115.5,0.5718,ok,225186.763
Dawn-Elysium,331,44.9,0.6501,ok,469481.043
Aegis-Boreas,375,24.8,0.1192,ok,64419.72
Caelum-Dawn,436,6.3,0.0688,ok,112345.106
Boreas-Elysium,227,19.7,0.0963,ok,99584.247
Caelum-Fenix,309,22.6,0.1782,ok,125012.859
Dawn-Elysium,277,13.7,0.198,ok,116079.853
Aegis-Dawn,46,7.26,0.0508,ok,115767.428
Dawn-Fenix,37,73.5,0.4683,ok,160012.311
Aegis-Boreas,57,19.8,0.0954,ok,62705.28
Aegis-Dawn,164,40.8,0.416,ok,225623.148
Aegis-Boreas,310,23.9,0.1149,ok,61192.171
Boreas-Fenix,390,31.9,0.1888,ok,148684.278
Aegis-Elysium,339,45.1,0.2234,ok,179235.07
Dawn-Elysium,435,12.7,0.1841,ok,109946.643
Boreas-Elysium,151,65.9,0.3216,ok,141457.737
Dawn-Elysium,132,7.8,0.1134,ok,101572.584
Caelum-Elysium,312,30.1,0.3625,ok,210736.595
Caelum-Fenix,330,62.0,0.4878,ok,271118.758
Caelum-Dawn,7,9.5,0.1032,ok,116665.995
Caelum-Fenix,392,81.3,0.6402,ok,490390.334
Boreas-Elysium,398,34.9,0.17,ok,107139.374
Boreas-Elysium,371,92.9,0.453,ok,206464.83
Boreas-Elysium,409,31.96,0.2351,ok,115580.912
Boreas-Dawn,335,48.4,0.2396,ok,82352.223
Boreas-Elysium,62,90.5,0.4416,ok,199014.388
Elysium-Fenix,496,93.7,0.6166,ok,657452.535
Caelum-Dawn,258,30.9,0.336,ok,167903.688
Boreas-Fenix,7,49.1,0.2905,ok,177353.494
Aegis-Dawn,44,27.4,0.2791,ok,156298.441
Caelum-Fenix,78,14.3,0.1126,ok,113112.836
Elysium-Fenix,93,13.1,0.0859,ok,163495.813
Dawn-Elysium,413,15.5,0.2244,ok,118158.615
Caelum-Dawn,263,59.7,0.6488,ok,509892.479
Caelum-Fenix,345,45.4,0.3571,ok,176826.77
Boreas-Elysium,63,19.9,0.0971,ok,101853.9
Aegis-Dawn,200,22.3,0.2274,ok,140895.34
Caelum-Fenix,378,36.0,0.2835,ok,145954.563
Aegis-Dawn,194,26.3,0.2686,ok,151830.542
Dawn-Fenix,187,26.5,0.1686,ok,78591.227
Boreas-Dawn,477,18.3,0.0908,ok,69052.369
Caelum-Dawn,412,47.7,0.5183,ok,298936.688
Aegis-Boreas,288,69.2,0.3329,ok,91496.591
Boreas-Dawn,298,50.5,0.2502,ok,87083.711
Caelum-Dawn,80,31.7,0.3442,ok,171006.507
Dawn-Elysium,157,26.0,0.3769,ok,171949.435
Aegis-Dawn,440,74.6,0.7617,ok,983504.91
Elysium-Fenix,310,47.4,0.3119,ok,237010.955
Aegis-Dawn,291,63.6,0.649,ok,540757.395
Boreas-Dawn,497,87.8,0.4349,ok,138622.331
Caelum-Fenix,225,24.96,0.1478,ok,119541.69
Caelum-Elysium,499,25.2,0.3037,ok,181152.741
Caelum-Fenix,325,59.5,0.4683,ok,250039.339
Caelum-Elysium,494,26.9,0.3238,ok,183888.117
Caelum-Fenix,496,30.5,0.2401,ok,133981.802
Boreas-Fenix,211,19.9,0.1175,ok,138429.946
Caelum-Fenix,353,46.5,0.3665,ok,182981.349
Caelum-Dawn,168,35.1,0.3814,ok,191068.305
Caelum-Elysium,242,20.9,0.2515,ok,161821.185
Boreas-Fenix,461,42.4,0.2509,ok,453872.104
Caelum-Elysium,129,13.7,0.1646,ok,139853.214
Aegis-Boreas,142,122.2,0.5876,ok,209612.61
Dawn-Fenix,111,3.9,0.0251,ok,69940.403
Boreas-Elysium,289,54.7,0.2666,ok,125845.924
Boreas-Elysium,230,24.5,0.1197,ok,100978.272
Caelum-Dawn,319,15.5,0.1688,ok,123811.669
Dawn-Fenix,71,27.7,0.1767,ok,79084.603
Dawn-Elysium,348,27.4,0.3974,ok,182899.623
Dawn-Fenix,223,79.2,0.5045,ok,180387.196
Caelum-Fenix,457,21.5,0.1694,ok,123825.115
Dawn-Elysium,42,8.4,0.1213,ok,106298.327
Aegis-Elysium,395,115.3,0.5707,ok,504783.384
Boreas-Elysium,112,54.2,0.2644,ok,125692.104
Dawn-Elysium,250,23.3,0.3383,ok,153618.12
Boreas-Fenix,97,13.8,0.0814,ok,135268.993
Aegis-Elysium,423,35.3,0.1746,ok,167914.544
Aegis-Elysium,393,24.6,0.1215,ok,157896.333
Elysium-Fenix,402,30.6,0.2013,ok,187110.123
Boreas-Elysium,253,52.1,0.254,ok,124723.979
Dawn-Elysium,238,32.4,0.4692,ok,226426.389
Boreas-Elysium,224,92.8,0.4529,ok,208793.683
Dawn-Elysium,387,26.4,0.3826,ok,428427.257
Caelum-Fenix,163,29.5,0.2327,ok,138520.688
Aegis-Elysium,311,39.8,0.197,ok,174369.755
Caelum-Dawn,424,36.6,0.3973,ok,556646.23
Caelum-Elysium,28,26.2,0.3155,ok,181582.909
Boreas-Fenix,443,2.6,0.0152,ok,132181.339
Dawn-Elysium,434,25.4,0.3681,ok,166426.332
Boreas-Dawn,435,81.7,0.4046,ok,64638.254
Dawn-Fenix,75,27.3,0.174,ok,80409.092
Caelum-Dawn,174,4.2,0.0453,ok,111763.513
Aegis-Boreas,402,22.4,0.1079,ok,63226.574
Aegis-Boreas,243,63.5,0.3051,ok,84350.407
Aegis-Elysium,128,78.6,0.389,ok,269068.486
Boreas-Elysium,78,59.4,0.2898,ok,130268.277
Dawn-Elysium,62,8.4,0.1223,ok,105570.895
Caelum-Fenix,143,79.7,0.6279,ok,471183.952
Aegis-Dawn,302,22.9,0.2338,ok,145649.773
Boreas-Elysium,273,64.2,0.3131,ok,137358.778
Dawn-Elysium,241,33.7,0.4877,ok,240753.15
Aegis-Dawn,202,36.0,0.3672,ok,194770.511
Aegis-Boreas,257,88.5,0.4255,ok,117792.312
Boreas-Dawn,146,71.8,0.3555,ok,108043.604
Caelum-Elysium,73,31.9,0.3848,ok,125215.058
Boreas-Elysium,180,64.5,0.3145,ok,139824.872
Boreas-Dawn,409,33.9,0.1678,ok,74355.453
Elysium-Fenix,46,32.6,0.2144,ok,193438.22
Elysium-Fenix,240,32.0,0.2103,ok,188404.935
Dawn-Elysium,252,5.4,0.0788,ok,105686.658
Aegis-Dawn,245,14.2,0.1447,ok,127197.081
Elysium-Fenix,355,16.1,0.106,ok,167952.63
Elysium-Fenix,101,87.8,0.5774,ok,548629.192
Boreas-Elysium,144,21.8,0.1062,ok,99477.606
Caelum-Fenix,368,32.6,0.2566,ok,139250.947
Dawn-Fenix,25,39.7,0.2529,ok,88087.282
Boreas-Fenix,346,108.1,0.6398,ok,588822.871
Dawn-Fenix,416,24.88,0.1745,ok,79628.625
Boreas-Dawn,29,32.6,0.1615,ok,73790.996
Boreas-Dawn,243,38.5,0.1907,ok,75057.052
Boreas-Fenix,380,30.9,0.1828,ok,151170.929
Boreas-Elysium,95,5.8,0.0283,ok,99082.923
Dawn-Elysium,279,31.7,0.4588,ok,223201.606
Dawn-Elysium,323,24.3,0.3528,ok,161619.536
Aegis-Boreas,420,64.0,0.3075,ok,85363.173
Aegis-Boreas,397,34.8,0.2619,ok,77726.099
Dawn-Fenix,384,36.8,0.2347,ok,84070.403
Boreas-Elysium,255,39.1,0.1906,ok,109880.479
Boreas-Dawn,208,54.8,0.2712,ok,90788.047
Elysium-Fenix,389,47.3,0.3111,ok,230381.998
Dawn-Fenix,0,11.4,0.0727,ok,72156.754
Caelum-Fenix,105,14.1,0.1108,ok,115602.681
Caelum-Fenix,347,9.5,0.075,ok,113091.976
Dawn-Fenix,168,22.2,0.1416,ok,76118.276
Aegis-Boreas,231,63.0,0.3031,ok,84316.707
Boreas-Elysium,302,69.7,0.3398,ok,147107.047
Caelum-Dawn,277,10.2,0.1107,ok,115614.941
Dawn-Elysium,172,19.1,0.2768,ok,132285.214
Boreas-Dawn,411,52.7,0.261,ok,89211.82
Elysium-Fenix,4,34.1,0.2241,ok,196775.928
Dawn-Fenix,193,27.9,0.1778,ok,81681.535
Aegis-Dawn,330,6.6,0.067,ok,121063.799
Caelum-Dawn,0,29.2,0.3173,ok,160099.015
Aegis-Boreas,10,21.3,0.1025,ok,61502.014
Boreas-Elysium,37,27.9,0.1362,ok,104351.827
Boreas-Dawn,425,19.8,0.0979,ok,72482.182
Dawn-Fenix,20,92.7,0.5902,ok,250921.44
Aegis-Boreas,263,73.97999999999999,0.5171,ok,158131.571
Dawn-Elysium,190,14.4,0.2091,ok,118131.28
Dawn-Fenix,400,58.379999999999995,0.3869,ok,122946.071
Boreas-Dawn,153,35.8,0.177,ok,77916.293
Caelum-Dawn,89,18.0,0.1953,ok,129970.022
Aegis-Dawn,465,68.2,0.6957,ok,681879.942
Dawn-Fenix,311,9.3,0.059,ok,71446.964
Boreas-Fenix,125,56.9,0.3369,ok,202319.529
Dawn-Fenix,249,28.8,0.1836,ok,78314.562
Caelum-Elysium,450,9.3,0.1123,ok,129520.762
Dawn-Fenix,51,17.8,0.1136,ok,72406.58
Caelum-Fenix,323,52.3,0.4115,ok,209299.798
Dawn-Fenix,185,44.3,0.2823,ok,95055.682
Boreas-Fenix,405,22.4,0.1324,ok,144007.45
Aegis-Dawn,61,33.3,0.3403,ok,181344.298
Boreas-Fenix,368,38.6,0.2284,ok,157408.809
Dawn-Fenix,410,28.8,0.1835,ok,82041.117
Dawn-Fenix,473,30.2,0.1922,ok,79918.94
Aegis-Elysium,203,23.9,0.1184,ok,158773.386
Dawn-Elysium,171,32.6,0.4719,ok,231465.857
Aegis-Dawn,196,34.6,0.353,ok,182099.409
Caelum-Dawn,156,13.7,0.1485,ok,119188.347
Aegis-Boreas,368,95.5,0.4592,ok,131693.455
Dawn-Fenix,289,32.5,0.207,ok,82765.542
Boreas-Fenix,460,98.1,0.5806,ok,459808.295
Boreas-Fenix,409,32.3,0.1913,ok,155145.808
Aegis-Elysium,417,86.0,0.4255,ok,300464.966
Aegis-Boreas,490,29.6,0.1425,ok,63856.9
Boreas-Fenix,324,28.9,0.1709,ok,150596.472
Caelum-Dawn,482,43.3,0.4711,ok,252791.071
Caelum-Elysium,305,43.0,0.5175,ok,343463.065
Aegis-Elysium,465,98.1,0.4857,ok,368120.67
Caelum-Elysium,247,25.8,0.3107,ok,180739.365
Dawn-Fenix,377,20.9,0.1329,ok,74864.638
Caelum-Elysium,30,37.0,0.4458,ok,263995.153
Aegis-Elysium,316,28.4,0.1406,ok,162978.807
Caelum-Elysium,173,26.8,0.3224,ok,182719.845
Aegis-Elysium,309,63.5,0.3144,ok,223093.271
Elysium-Fenix,261,10.3,0.0681,ok,168739.107
Caelum-Fenix,494,63.02,0.4023,ok,201017.465
Caelum-Dawn,432,39.6,0.4302,ok,222725.466
Caelum-Dawn,66,9.7,0.1058,ok,118318.344
Caelum-Fenix,365,67.9,0.5347,ok,314355.31
Dawn-Fenix,129,48.0,0.3055,ok,99078.351
Boreas-Dawn,441,87.0,0.4309,ok,136108.644
Elysium-Fenix,116,31.0,0.2039,ok,190272.391
Elysium-Fenix,337,4.7,0.0307,ok,165050.911
Boreas-Elysium,206,54.7,0.267,ok,123785.924
Aegis-Boreas,138,140.5,0.6756,ok,314335.083
Dawn-Fenix,254,40.3,0.2565,ok,86832.308
Aegis-Dawn,470,47.9,0.309,ok,168294.912
Aegis-Dawn,358,56.8,0.5798,ok,399353.96
Dawn-Fenix,441,41.0,0.2612,ok,89877.146
Boreas-Dawn,101,35.8,0.1774,ok,75181.169
Aegis-Elysium,273,113.9,0.5638,ok,488377.549
Aegis-Dawn,25,12.5,0.1276,ok,127750.973
Caelum-Fenix,481,1.6,0.0127,ok,112237.165
Boreas-Elysium,91,20.1,0.0979,ok,99451.767
Caelum-Dawn,209,47.7,0.5185,ok,301225.478
Boreas-Elysium,52,79.6,0.3885,ok,167503.568
Aegis-Elysium,453,18.3,0.0904,ok,159763.195
Aegis-Dawn,434,17.4,0.1773,ok,133082.547
Dawn-Fenix,144,51.4,0.3276,ok,103114.592
Aegis-Boreas,475,114.6,0.5508,ok,183655.792
Elysium-Fenix,55,73.5,0.4837,ok,380298.122
Caelum-Elysium,381,63.8,0.7689,ok,1094253.332
Elysium-Fenix,29,70.1,0.4615,ok,361431.275
Dawn-Fenix,66,48.4,0.3086,ok,98175.815
Dawn-Elysium,464,20.8,0.3018,ok,142482.657
Caelum-Fenix,464,14.1,0.111,ok,114357.548
Caelum-Elysium,183,54.3,0.6543,ok,594594.045
Caelum-Fenix,321,54.4,0.4281,ok,215263.67
Caelum-Elysium,266,18.1,0.218,ok,147442.572
Aegis-Dawn,242,19.2,0.1964,ok,139020.167
Caelum-Fenix,376,5.9,0.0468,ok,113174.002
